差一天地 VA
差一氣 VH
差勢 VH
差叫 VC
差大碼 Na
差小可 Da
差教 VA
差氣 Na
差派 VF
差用 VF
巴lang VA
巴仙掌 Na
巴圇 Dh
巴圇吞 VH
巴絡 VC
巴脊 Nc
巴豆 Na
巴銳 VC
巷仔 Na
巷廊 Na
巷路 Nc
市仔 Nc
市外 Nc
市立療養院 Nc
市草 Na
布丈 Na
布交 VD
布尪仔 Na
布尾 Na
布帆 Na
布搭 VC
布枋 b
布機 Na
布瓜 Na
布碎仔 Na
布篷 Na
布袋鳥 Na
布袋鵝 Na
帆khau八面風 VH
帕仔 Na
帕嬰仔 b
帕尾 VH
帕後斗 VC
帕手 b
帖仔 Na
師尊 Na
師範大學 Nc
帶仔蟲 Na
帶喪孝 VA
帶天路 VC
帶孝 VA
帶官符 VH
帶帶著 VJ
帶念 VK
帶憂容 VH
帶懷 VA
帶手 Na
帶暝 VA
帶歇 VA
帶疑 VK
帶疾 Na
帶症 Dh
帶症頭 VH
帶著 VR
帶身 VA
帶身人 Na
帶野馬 VH
帶霜孝 VB
常在 Dd
帽仔 Na
幌囉唆 VA
幌掉 VR
幌栱鞦 VA
幌韆鞦 VA
幌頭 VA
幌頭仔 Na
幌 VR
幔巾 Na
幢幡 Na
幫一份 VC
幫保 VC
幫扎 VD
幫敗 VH
幫補 VD
幫貼 VD
幫贊 VD
幫闊 VC
干ta b
干單 Db
干單伸 VC
干單到 VJ
干單是 V_
干單有 VJ
干單欠 VJ
干干 Db
干烏 Na
干瘺 Na
干礁 Db
干礁急 VH
干礁欲 Cb
干礙 Na
干經 Na
干證 Na
干轆 Na
干過 Na
干食 VC
平tu2汀 VI
平倒盆 VH
平倒轉 VC
平厝仔 Na
平坡坡 VH
平坦坦 VH
平報盆 VH
平大 VC
平家厝 Na
平屋 Na
平常時 Nd
平抵撐 VI
平抵過 VH
平本 VA
平棒 VH
平正 Na
平歲 Nd
平洋 Na
平洋曠土 Na
平溜溜 VH
平濟歲 Nd
平看 VC
平等待遇 Na
平素時 Nd
平般樣 A
平車車 Na
平過 VH
平重 VC
平齊 VH
年事已高 VH
年來 Dd
年倚 Nd
年兜 Nd
年兜暗 Nd
年兜邊 Nd
年共月 Dd
年冬 Na
年巡 Na
年年偆 VH
年年春 VH
年旬 Na
年旬真好 VH
年時 Na
年禮 Na
年節墘 Nd
年節時 Nd
年紀輕 VH
年輕貌美 VH
年逢 Na
年閣 Na
幸得 Db
幻想化 VH
幻暗 VH
幻紅 A
幼chiN2 VH
幼刀石 Na
幼囝 Na
幼嬰 Na
幼屑屑 VH
幼工 Na
幼工課 Na
幼巧 VH
幼景 Na
幼末 Na
幼毛 Na
幼毛毛 VH
幼毛雞 Na
幼瓷 Na
幼皮料 Na
幼石仔 Na
幼秀 VH
幼秀物 Na
幼稚園車 Na
幼穡 Na
幼空課 Na
幼粒仔 Na
幼粒物 Na
幼紗 Na
幼紡紡 VH
幼細 VH
幼膩 VH
幼葉 Na
幼路 VH
幼軟 Na
幼鹽 Na
幼麵麵 VH
幼齒的 Na
幽幽仔疼 VH
幾圓 Ne
幾年前 Nd
幾日前 Nd
庀庀仔 Na
庄社 Nc
庄腳人 Na
庄腳傖 Na
庄裡人 Na
庄裡傖 Na
床巾 Na
床球 VA
床道 Nc
床頂 Nc
序大 Na
序大人 Na
序細 Na
底ti3 Na
底挓 Na
底時 Dd
底柢 Na
底柢厚 VH
底止 Na
底系 Na
底蒂 Na
底裡 Na
底頭 Nc
店倒 VH
店底 Na
店窗枋 Na
庚帖 Na
度伙食 VH
度口 Na
度嘴飽 VA
度日子 VA
度晬 Nf
度活 VA
度生 VA
度針 Na
度食 VA
度飽 VA
庨 VH
庵廟 Na
庵院 Nc
庶母 Na
廁池 Nc
廕肥 VB
廚子師 Na
廢婚 VB
廢物利用 VA
廢 VH
廣州杉 Na
廣葉杉 Na
延chhian5 VA
延leh VH
延遷 VC
建蘭 Na
建設所 Nc
弄嘴花 VA
弄幫 Na
弄弊 VA
弄恨 VC
弄慫 VR
弄揚 VC
弄新娘 VA
弄溜嗹 VH
弄牙 VC
弄狗熊 VH
弄獅 VA
弄筆仔尾 VA
弄筆尾 VA
弄翼 Dh
弄花 VB
弄花字 VA
弄險 VA
弄風 VH
弄鬆 VH
弄鬼 VA
弄龍 VA
弓仔 Na
弓肥 VR
弓蕉 Na
弓蕉綠 VH
弓開 VR
弔文 Na
弔禮 Na
弔詞 Na
引chhoa7 VF
引冊 VA
引就 VC
引汏 VC
引電 VH
引鬼入宅 VA
引魂 VB
弘毅 VH
弟婦 Na
弟婦仔 Na
弦仔 Na
弧家 Na
張勢面 VA
張嫁 VA
張打 VC
張持 VK
張掇 VA
張格 Na
張樣 VA
張等 VK
張老衫 Na
張身勢 VA
張鬥 VC
強tu2 VC
強劫賊 Na
強勸 VF
強嘴 VH
強屈 VH
強強欲 VJ
強房 Na
強扒躡 VH
強押 VF
強摃 Na
強摃賊 Na
強欲 VJ
強牚 VC
強癖 VH
強路 VG
強霸 VC
強食弱 VH
強骨 Na
彈phe3 Na
彈力性 Na
彈回 VR
彈銃 VA
彌勒爺 Nb
彎人 Nf
彎來斡去 VH
彎弓橋 Na
彎弓門 Na
彎彎斡斡 VH
彎斡 VA
彎線 Na
彎蜷 VH
彎蹺 VR
形圖 Na
形威 VH
形模 Na
形款 Na
形頭 Na
彥 Nb
彩兆 Na
彩旦 Na
彩棚 Na
彩樓 Na
彩蛋 Na
彩街 VA
彩路 VA
彩轎 Na
彪婆 Na
彫 VC
影一下 VA
影影 Da
影揚 VA
影燈 Na
影目 VH
影著 VR
影跡 Na
影響著 VJ
彼位 Db
彼坎站 Nc
彼寡 Ne
彼帶 Db
彼接 VA
彼搭 Db
彼東時 Nd
彼流擺 Nc
彼爿頭 Nh
彼當時 Nd
彼當陣 Nd
彼跡 Db
往上 VR
往下 VR
往回單 Na
往常時 Dd
往常過 Nd
往得 Nd
往復單 Na
往擺 Dd
往當時 Na
往診 VA
往過 Na
往陣 Nd
後siu7 Na
後出世 Nd
後叔 Na
後嗣 Na
後埕 Nc
後壁山 Nc
後壁形 Na
後壁門 Na
後壁面 Nc
後妻 Na
後娶 VA
後尾 Nc
後尾埕 Nc
後尾門 Na
後層 Na
後形 Na
後房 Nc
後手 Nd
後手錢 VC
後撐 Na
後擴 Na
後擺 Nd
後旁 Nc
後日仔 Dd
後時 Nd
後曾齒 Na
後枕 Na
後枕骨 Na
後某 Na
後母婊 Na
後母媌 Na
後氣 Na
後注 Na
後港 Nc
後甌 Na
後生家 Na
後腦骨 Na
後裾 Na
後蹬 Na
後過 Nd
後頭厝 Nc
後頭擴 Na
後齒 Na
得be7著 VC
得人惜 VH
得人疼 VH
得人緣 VH
得力助手 Na
得定 VH
得心 Na
得數 Na
得標人 Na
得欲 Dd
得著 VJ
得訣 VH
徙位 VA
徙到 VR
徙動 VR
徙岫 VC
徙振動 VA
徙栽 VC
徙步 VA
徙用 VC
徙腳 VA
徙走 VC
徙開 VR
徛leh看 VE
徛中 VH
徛像 Na
徛分 VI
徛厝 VA
徛名 VA
徛喪 VH
徛在 VR
徛天路 VC
徛孝 VB
徛家 VA
徛家人 Na
徛家厝 Na
徛尪 Na
徛屏 Na
徛山 VE
徛峙 VH
徛帶 VC
徛慎 VA
徛戶頭 VA
徛方 A
徛正 VR
徛死 VR
徛深水 VA
徛烘 Na
徛猴癮 VH
徛直 VR
徛票 Na
徛秋 b
徛穩 VR
徛窗 Na
徛算 Da
徛聯 Na
徛股 Na
徛腳 VA
徛諍王 VE
徛起 VA
徛起來 VA
徛閃 VR
徛靈 VB
徛面骨 Na
徛頭 VA
徛風 VA
徛馬勢 VA
徛騰 VR
徛鵝 Na
徛黃 VR
從到taN Dd
從到今 Dd
從即起 Dd
從古無 VH
從細 Dd
復旦大學 Nc
循字 VA
微微仔 A
微微風 Na
微生菌 Na
微處理機 Na
徵著 VJ
德光 Nd
德基水庫 Nc
徹透 VH
徼兆 VK
心內 Nc
心內事 Na
心內意 Na
心包油 Na
心卡凊水 VH
心向 Na
心寶寶 Na
心悶 VJ
心惝 Na
心慒 VH
心掠在 VH
心槽 Na
心橫 Dh
心火著 VH
心爽 VH
心經火 Na
心肌梗塞 Na
心肝an5 VH
心肝m5V Na
心肝內 Na
心肝冷 VH
心肝嬰 Na
心肝想 VE
心肝慌 VH
心肝殘 VH
心肝清 VH
心肝狹 VH
心肝硬 VH
心肝窟 Nc
心肝肉 Na
心肝芛 Nc
心肝荒 VH
心肝軟 VI
心肝開 VH
心肝雄 VH
心肝頭 Nc
心腹內 Na
心花開 VH
心適 VH
心適興 VI
心頭內 Na
心頭定 VH
心在 VH
必唇 Na
必痕 Na
必穿 Na
必紃 Na
必縫 Na
必裂 Na
必開 Db
忌克 VK
忌剋 Na
忌嘴 VH
忍be7-tiau5 VH
忍tiau5 VH
忍倒 VK
忍冬花 Na
忍冬藤 Na
忍嘴 VH
忍氣 Dh
忍膽 VK
忘憂草 Na
忝 Na
忝吼 VA
忝忝 VH
忝罵 VC
忝頭 VH
忠值 VH
忠直 VH
忤逆兒 Na
快便 Na
快嘴 Na
快相 Na
快緊 VH
快靴 Na
念菇 VA
念誆 b
忽一下 Dd
怎仔 Dj
怎仔樣 Dh
怎仔樣的 VH
怎樣生 Dh
怎樣辦 VA
怎通 Db
怏忳 VH
怢怢 VH
性命根 Na
性癖 Na
怨入心 VI
怨入骨 VI
怨妒 VJ
怨底 Na
怨慼 VJ
怨身慼命 VH
怪siau5 VH
怪孽 VK
怪巧 VK
怪死 VK
怪疑 VK
怪風 Na
怯勢 VH
怯命 Na
怯膽 VH
怳車車 VH
恁厝 Na
恁好 VH
恁母 Nh
恁祖媽 Nh
恍哧 VH
恐怖主義 Na
恐惶 VH
恐畏 Db
恐驚 Db
恕罪 VH
恢 b
恤貧 VH
恤金 Na
恨be7得 VK
恨siau5 VK
恨氣 Na
恨膦 VK
恫杖 Na
恬 b
恬卒卒 VH
恬去 VA
恬啁啁 VH
恬寂寂 VH
恬恬想 VE
恬才 VH
恬氣 VH
恬淀 VH
恬淒淒 VH
恬碇 VH
恬稚 VH
恬著 VH
恿 b
恿甲peh壁 VC
悔心 VH
患動 VH
悵心 VJ
悶慒慒 VH
悶憂憂 VH
悶焦焦 VH
悽慘代 Na
悽慘哭 VA
悽慘啜 VA
悾 b
悾kham2 VH
悾kham2-gong7 Na
悾kham2氣 VH
悾kham2神 VH
悾kham2話 Na
悾癲 VH
悾闇 Na
悿 VH
悿罵 VC
悿身 VH
悿頭 VH
情伴 Na
惘 Na
惙 VK
惜份 VH
惜倌 b
惜寶 VA
惜性命 VH
惜情 VH
惜本份 VH
惜略 VA
惝 b
惡chhih-chhih Dh
惡khiak8-khiak8 Na
惡khiat8-khiat8 VH
惡pek8-pek8 Dh
惡妒 VJ
惡婦 Na
惡毒熱 VH
惡溜 Na
惡症 Na
惡癬 Na
惡蛇 Na
惡跡 Na
惡酒 Na
惡霸霸 Na
惡骨 VH
惡鳥 Na
惱氣 VH
想be7到 Db
想be7開 VR
想long2無 VH
想心 Na
想心肝 Dh
想愛 Na
想懶 VJ
想會到 VR
想欲 VK
想步 VA
想無計 VH
想短見 VA
想短路 VA
想著 VR
想計 Na
想路 VA
想轉 VK
想辦法 VC
想退悔 VK
惶 b
惶hiahN VJ
惶顯 VH
惹事端 VA
惹代誌 VA
惹空 VB
愁面 Na
愈來愈惡化 VH
愎 b
意下 Na
意思就是 VK
意想be7到 VK
意愛 A
意料之外 VI
意神 Na
意識著 VR
愚圖 VH
愚躕 VH
愛sui2 VH
愛thit VH
愛人仔 Na
愛哭面 VH
愛插事 VH
愛睏藥 Na
愛笑 VH
愛耍 VH
愛諍 VH
愛風神 VH
感介 VC
感受著 VR
感心 VJ
感服 VJ
感著 Na
感著風 Na
感覺著 VR
感風 Na
慄價 VH
慄勢 VH
慄膽 VH
慄色 VH
慄落去 VR
慄 b
慌狂 VH
慒 VH
慒心 VH
慒悶 VH
慘慼 VE
慘死了 VH
慘澹經營 VC
慘落 VH
慘遇 VJ
慘齣 Na
慢so5-so5 VH
慢且 VF
慢且是 VH
慢來 VR
慢冬稻 Na
慢分 VH
慢即 VH
慢婚 VH
慢慢仔 VH
慢死so5 VH
慢熟 VH
慢鈍 VH
慣勢 Na
慣手 Na
慣熟 VJ
慣練 VI
慫使 VF
慷交 VC
慼入心 VR
慼入骨 VI
慼心 VK
慼變 VH
憂容 Na
憂結結 VH
憋心憋肝 VK
憋腹 VK
憑信 VJ
憑准 VH
憑掠準 Db
憑條 Na
憑準 Na
憑頭 Dh
憚 b
憚骨 b
憨囝 Na
憨大舍 Na
憨氣 Na
憨的 Na
憨話 Na
憶著 VR
懂哧 VH
應世 VA
應信 Db
應募 VC
應卯 VA
應呃 VA
應嘴 VA
應嘴應舌 VA
應媵 VC
應援 VC
應效 Na
應滕 VA
應聲鑼 Na
應話 VA
應該然 Db
應護 VC
懊 b
懊呃 VH
懊恨 VK
懊惱熱 VH
懊落 VH
懊鬱 VH
懍懾 VK
懍膽 VH
懦 b
懦勢 VH
懦性 VH
懫治 VC
懮容 Na
懶勢 VH
懶屍 VH
懶屍睏 VA
懶屍蛇 Na
懶屍豬 Na
懶屍骨 Na
懶性 A
懶性地 Na
懷囡仔 VA
懷時錶 Na
懷水 Na
懷疑是 VH
懸leh VC
懼懼戰 VA
懼懼蹲 Na
懼懼顫 VA
懾膽 VH
戇 VH
戇gian3頭 Na
戇tuh8 VH
戇tuh8-tuh8 VH
戇人 Na
戇仔 Na
戇去 VH
戇呆 Na
戇哞哞 VH
戇囝 Na
戇囡仔 Na
戇大獃 Na
戇子弟 Na
戇想 VA
戇愕 VK
戇戇 VH
戇戇想 VE
戇戇笑 VA
戇柴柴 VH
戇牛 Na
戇狗 Na
戇猴 Na
戇獃 Na
戇目 VH
戇直 VH
戇神 VI
戇笑 VA
戇虎 Na
戇話 Na
戇霸霸 VH
成人好 VH
成人成 VR
成個月 Nd
成做 VG
成功大學 Nc
成問題 VH
成囝 Na
成才出腳 VH
成料 VH
成本低 Na
成格 VC
成樣 VH
成款 VH
成物 VH
成狀 VH
成算 VH
成腳數 VH
我piang3 I
我piang3啊 Na
我囝我lou5 Na
我猶原是我 VH
我苦 I
我間乃 I
戒火草 Na
戒燻 VA
戕 VC
戕仔 Na
戛仔球 Na
戛土車 Na
戛火石 Na
戥 b
戥仔 Na
截leh VR
戰棚 Na
戰甲蟲 Na
戲kioh Na
戲旦 Na
戲神 Na
戲簿 Na
戲腳 Na
戲衫 Na
戲豬 Na
戲館 Nc
戲齣 Na
戳thang3 VR
戳印仔 VA
戴帽仔 VB
戴疕 VH
戴起來 VR
戶內 Nc
戶尉 Na
戶碇 Na
戽 VA
戽台 VB
戽後斗 VA
戽掖 VC
戽斗星 Nb
戽杓 Na
戽桸 Na
戽水 VA
戽走 VC
戾恝話 Na
房厝 Na
房柱 Na
房祧 Na
房頭 Na
所發 A
所益 Na
所講的 VK
所靠 VC
扁嘴 VA
扁籠 Na
扁翱 VH
扁食 Na
扁食擔 VC
扁魚 Na
扂 VH
扂定 VH
扂扂 VH
扂扂仔 Dh
扂才 VH
扂滇 VH
扂靜 VH
手ng2 Na
手ng2束 Na
手ng2箍 Na
手ng2管 Na
手ng2長 VA
手ng2頭 Na
手pe5 Na
手中心 Nc
手交手 Dh
手信 Na
手冗 VA
手叉 Na
手囊 Na
手尾力 Na
手尾字 Na
手尾物 Na
手尾錢 Na
手底 Na
手底撓 VH
手底痕 Na
手後卵 Na
手後彎 Na
手後臼 Na
手後蹬 Na
手後蹺 Na
手技 Na
手按 Na
手摺仔簿 Na
手摺簿 Na
手撐 Na
手撓 VH
手擋 Na
手數料 Na
手料錢 Na
手曲 Na
手杆 Na
手束 Na
手板 Na
手橐 Na
手橐仔 Na
手爪 Na
手琴 Na
手痕 Na
手痠錢 Na
手盤 Na
手相 Na
手節 Na
手絡 Na
手縫 Na
手股 Na
手股頭 Na
手腕骨 Na
手腡 Na
手袂 Na
手袖 Na
手襯 Na
手襯仔 Na
手賤 VH
手路 Na
手路戲 Na
手車 Na
手車仔 Na
手銃 VA
手門 Na
手閒 Na
手雷彈 Na
手電 Na
手電仔 Na
手霸 Na
手靠 Na
手面 Na
手面錢 Na
手 Na
手 Na
才be7 Cb
才來 VB
才才 Dd
才會使 Na
才調 Na
才閣講 Dk
扎氣 VD
扒拔 VH
扒拼 VH
扒控挖 VA
扒癢 VA
扒腹 VK
扒船 VA
扒虎貓 VA
打chah VC
打件 VA
打合 VE
打官話 VA
打扎 VC
打扮做 VR
打揲 VC
打整 VC
打狗 Nc
打疊 VC
打角 Na
打邊鼓 VA
打限 VC
打饘 VA
打馬油 Na
打馬火 Na
打馬膠 Na
托嘴齒 VA
托破 VR
托精神 VE
托臭 VA
托醒 VE
托頭 VE
扣破 VR
扣稅 VA
扣膦柝 VA
扣虎膦 VA
扣雷 VA
扣電話 VB
扦刺 VD
扭liah8 VH
扭大索 VA
扭後腳 VB
扭生理 VA
扭著 VR
扭鬃 VH
扮勢 Na
扮笑面 VA
扮腳 VC
扮頭 Na
扲手 VA
扳仔 Na
扶lan7-pha VA
扶sang2 VC
扶thaN2 VA
扶人 VC
扶大仙 VA
扶尻川 VA
扶後腳 VB
扶扶thaN2-thaN2 VA
扶插 VC
扶搡 VC
扶膦 VA
扶膦脬 VA
批sak VC
批件 Na
批信 Na
批囊 Na
批局 Nc
批札 Na
批桶 Na
批橐仔 Na
批殼 Na
批皮 Na
批筒 Na
批箱 Na
批紙 Na
批覆 VC
批銀 VA
扽張 VK
扽手 VA
找死路 VA
找空縫 VA
找頭路 VA
找食 VA
承發 VC
承落來 VR
承話鬚 VA
承頭槌 VH
技手 Na
抄人 VC
抄找 VC
抄正 VR
抄身軀 VA
抈leh哭 VA
抉嘴phoe VB
把場 Nc
把手面 VA
把縛 VC
把路 VA
抌色 Na
抑m7是 VH
抑屈 VC
抓仔 Na
抓扒仔 Na
投人 VC
投告 VA
投嫌 VA
投苦 VB
投話 VA
折人 VC
折對半 VB
折揚 VC
折站 VC
折節 VC
折聲 Na
折落 VC
折錢 VJ
折頭 Na
抨 b
抨sak b
披凋 VC
披曝 VC
披粟 VC
披衫 VC
披身 VR
披開 VC
抱tiau5 VR
抱心 VI
抱心痧 Na
抱生 VA
抱穩 VI
抱重 VH
抵be7著 VR
抵塞 VC
抵好 Db
抵平 VR
抵手 VA
抵抵 Da
抵採 Db
抵水 VC
抵統 VC
抵罪 VB
抵著 VR
抵起 VR
抵額 VB
抹刀 Na
押利 VC
押尾 VB
押尾後 VA
押後 VH
押榜 VH
押煞 VF
押票 Na
抽chhoah VH
抽lo3 VC
抽兵 VA
抽分 VA
抽劍 VA
抽壽 VA
抽弄 VC
抽後腳 VB
抽氣機 Na
抽疼 VC
抽砂 VA
抽筋症 Na
抽絲 Na
抽脫 VH
抽虎鬚 VA
抽退 VD
抽鬮 VA
抿仔 Na
抿洗 VC
拂走 VC
拆sak VC
拆伙灶 VA
拆伙鼎 VA
拆夥計 VA
拆字 VA
拆字數 VA
拆明 VC
拆白 VR
拆破 VR
拆笚 Na
拆股 VA
拆落 VR
拆藥 VA
拆藥仔 VA
拆身 VA
拆閱 VC
拆食 VA
拈鬮 VA
拈鬮仔 VA
拉借 VD
拉圇燒 VR
拉涼 VA
拉涼話 Na
拉穇 VH
拉鉤 VC
拉閒 VH
拉饞 VH
拊 VC
拊仔 Na
拋tiau5 VA
拋倒轉 VC
拋彎路 VA
拋捎 VD
拋搔 VC
拋碇 VA
拋網 VA
拋荒地 Na
拋藤 Na
拋車輦 VA
拋輦斗 VA
拋輾斗 VA
拋近路 VA
拋錠 VH
拋魚 VA
拌noa2 VA
拌嘴舌 VA
拌鬚 VA
拍be7開 VR
拍hoa VH
拍ka-chhiuN3 VA
拍ka-lauh8 VH
拍ka-lauh8身 VA
拍kha-chhiuN3 VA
拍kha-chhiun3 VA
拍khit VA
拍m7見 VR
拍交落 VR
拍伊無張持 VA
拍來 VR
拍做 VR
拍冷 VH
拍分數 VA
拍劫 VC
拍嘴古 VA
拍嘴鼓 VA
拍噎 VA
拍基礎 VA
拍壞 VC
拍字 VA
拍字機 Na
拍官司 VA
拍形 VA
拍手銃 Na
拍折 VC
拍拉涼 VA
拍招呼 VB
拍拳 VA
拍拳頭 VA
拍插 VA
拍擂台 VA
拍擦銷 VC
拍暗號 VA
拍木勝 Na
拍桀 VA
拍槍 VC
拍樣 VA
拍武 Nb
拍氣 VB
拍游擊 VA
拍滷 VA
拍火 VA
拍火機 Na
拍無 VR
拍無去 VJ
拍獵 VA
拍石師 Na
拍石的 Na
拍種 VA
拍稿 VC
拍空 VH
拍箍 VA
拍箍飛 VA
拍結 VB
拍網球 VA
拍胡蠅 VA
拍胸坎 VA
拍茹 Nb
拍落水狗 VA
拍袪 VH
拍贏 VC
拍起 VA
拍遨 VA
拍針 VC
拍銃 VC
拍青驚 VC
拍風 Na
拍驚 VC
拍驚動 VC
拍麻雀 VA
拍鼓 VA
拎馬 VA
拐仔 Na
拐帶 VC
拐弄 VR
拐誘 VC
拐走 VC
拔仔票 Na
拔桶 Na
拔痕 Na
拔直 VR
拔索 VA
拔脛 VH
拔虎鬚 VA
拔骨 VH
拖仔 Na
拖仔鞋 Na
拖倒 VR
拖喋 VH
拖墜 VC
拖尾星 Nb
拖屎連 VH
拖工 VH
拖帆 VH
拖延戰術 Na
拖後腿 VB
拖提 VH
拖摧 VH
拖斗 Na
拖昳 VC
拖沙 VA
拖病 Dh
拖目 Na
拖目尾 VA
拖窗 VA
拖窗目 Na
拖網漁船 Na
拖纏 VH
拖過 VR
拖鍊仔 Na
拗人 VA
拗價 VA
拗執 VH
拗屈 VJ
拗彎 VR
拗斷 VR
拗橫 VH
拗氣 VI
拗理 VA
拗癖 VH
拗相公 Na
拗紙 VA
拗落拖 VC
拗蠻 VA
拗蠻仔 Df
拗角 Nc
拗蹺 VR
拗鞋靪 VC
拗鬱 VI
拗黃 VH
拘執 VH
拙荊 Na
拚俗貨 VD
拚入 VR
拚到位 VR
拚力 VA
拚勢 VH
拚厚薄 VA
拚孤注 VA
拚性命 Dh
拚房 VH
拚掃 VC
拚暝工 VA
拚注 VR
拚生死 Dh
拚緊 VC
拚緊車 VA
拚血 VH
拚角頭 VA
拚計智 VA
拚路 VA
拚身死 VH
拚車 VA
拚輸贏 VA
拚陣 VA
拚頭前 Dh
拚頭殼 VA
拚館 VA
招人買 VC
招囝婿 VA
招婿 VA
招生理 VA
招翁 VA
招財王 Na
招買 VC
招賣 VC
拜一 Nd
拜三 Nd
拜二 Nd
拜五 Nd
拜候 VC
拜先生 VA
拜六 Nd
拜四 Nd
拜天地 VA
拜帖 Na
拜師傅 VA
拜探 VC
拜桌 Na
拜正 VB
拜生日 VB
拜祖 VA
括弧 Na
括流 Na
拭仔 Na
拭尻川 VB
拭布 Na
拱相倚 VC
拱龜 VR
拳路 Na
拳頭司 Na
拳頭師 Na
拳頭拇 Na
拳頭步 Na
拳頭母 Na
拵頭 Na
拸開 VR
拼手尾 VA
拼扒 VH
拼拔 VC
拽尿 VA
拽手 VA
拽風 VA
拾來飼 VC
拾倚 VR
拾囝 VA
拾囝仔婆 Na
拾字 VA
拾客 Na
拾怨 Na
拾恨 Na
拾拾 VH
拾稅 VA
拾芒 VH
拾著 VR
拾郵票 VA
拾錢 VC
持防 VA
指指tuh8-tuh8 VC
指東行西 VH
指甲花 Na
指痕 Na
指號 Na
指講 VE
指譜 Na
指頭仔 Na
指頭公 Na
指頭拇 Na
挈汁 VC
按呢仔 Dk
按呢生 Na
按定 VE
按怎m7 Dj
按怎樣 Dj
按怎講 VH
按樣 Dh
按盤 VE
按算 VF
按脈 VB
挑lang VH
挑lang3 VH
挑亮 VH
挑唆 VF
挑堂 VC
挑弄 VH
挑弄是非 VA
挑觸 VC
挑醒 VC
挓根底 VA
挓開 VR
挖土車 Na
挖孔 VA
挖底蒂 VA
挖掐 VC
挖撈 VC
挖根底 VA
挖耳屎 VA
挨khoeh VH
挨倒 VR
挨吹唱 VC
挨吹拍 VC
挨挨轉 VA
挨推 VA
挨煞 VA
挨磨 VA
挨米所 Nc
挨米機 Na
挨著 VR
挨螺 VA
挪用公款 VA
振動著 Dd
挲 VC
挲平 VR
挲挲 VC
挲捋 VC
挹 VD
挹僻 VH
挹貼 VH
挺元氣 VH
挺性命 VH
挺膽 VB
挽chhoah VH
挽搣 VH
挽毛 VA
挽水 VA
挽筋 VH
挽脈 VA
挽脛 VH
挽花 VA
挽茶 VA
挽草 VA
挽落 VR
挽頭折脰 VA
挽齒 VB
挾仔 Na
挾勢 Dh
挾嫌 Na
捂捂睏 VC
捂細囝 VC
捅出來 VR
捅頭 VA
捊 VC
捋仔 Na
捋仔田 Na
捋平 VR
捋手 VC
捋捋chhoah VA
捋蟲 Na
捋錢 VA
捋面 VA
捋頭 VA
捌字 VA
捌想 VH
捌貨 VH
捎liah8 VH
捎倒 VC
捎溜 VH
捏勒控 b
捏拳頭 VA
捏拳頭母 VA
捏風琴 VC
捏齒膏 VC
捐金 VD
捐銀 VB
捐錢 VB
捐題 VB
捕頭 Na
捧茶旦 Na
捧菜 VA
捩 b
捱摧 Na
捱稽 VC
捲漩 Na
捲螺 A
捲螺仔 Na
捲螺水 Na
捶心肝 VH
捶烏豆 VA
捶筋仔 VB
捷捷出 VH
捷甪甪 VH
捷看 VE
捷腳捷手 Na
捻皇 b
捻菜葉 VC
捽 VC
掀蓋車 Na
掀龜蓋 VA
掃土腳 VA
掃梳 Na
掃酒 VA
授冊 VC
掉換包 VB
掌痕 Na
掌頭 VA
掐毒 VA
排仔頭 Nc
排仔骨 Na
排仿 VC
排八仙 VA
排八字 VB
排只 VH
排字陣 Na
排架子 VA
排樣 VA
排白 Db
排祉 VH
排設 VC
排頭爹 Na
掔乖 VH
掔損 Na
掔相 VH
掔芳 VC
掔芳料 Na
掔頭 Na
掖種 VA
掖肥 VB
掖錢 VA
掘金 VA
掙油 VB
掛吊 VJ
掛孝 VA
掛意 VK
掛斗 Na
掛煩 VK
掛疑 VK
掛累 VC
掛衫間 Nc
掛骨 VH
掞掉 VR
掠an5 VR
掠tiau5 VR
掠低 b
掠平 VH
掠數 VA
掠有意思 VK
掠準 VE
掠漁的 Na
掠漏 VC
掠無頭總 VH
掠煞 VA
掠空縫 VB
掠算 VE
掠講 VE
掠譜 VE
掠走私 VA
掠配 VD
掠風搓圓 VA
掠風趿影 VH
掠魚 VA
掠魚的 Na
掠鱟 b
掠龍 VB
掠龍的 Na
採點 VA
探仔 Na
探偵 Na
探子馬 Na
探聽知 VC
探馬 Na
接soa3 VR
接一 A
接個腳 Na
接嘴 VR
接後岫 Na
接接 VA
接接接接 VC
接氣 VC
接流 VC
接紲 Dd
接肉肉 Na
接肋肉 Na
接腳來 VH
接腳個 Na
接落來 VR
接觸著 VR
接財神 VA
接載 VC
接重 VH
接銜 VA
接骨筒 Na
接骨草 Na
控制tiau5 VR
控毒 VA
控空控縫 VA
推chhiau5 VA
推sak VC
推光 VC
推屎蟲 Na
推流 VA
推畚斗 VA
推硬仔 VA
推腳 VC
推跋反 VA
推輦斗 VA
推進機 Na
推 VC
掩kham3 VC
掩咯雞 VA
掩揜 VC
掩攔 VC
掩死魚 VA
掩目雞 VA
掩肚 Na
掩胡 VC
掩臭 VC
掩貪 VH
掩身 VA
掩身法 Na
掩身術 Na
掩風 VA
掰哈 VA
掰嘴 VC
掰會 VC
掰皮 VB
揀食 VH
揆水 VH
揉桌 VC
提be7著 VR
提hou7 VR
提名者 Na
提囡仔 VB
提批仔 Na
提掉 VR
提琴家 Na
提頭 VA
提頭話 Na
插siau5 VC
插事 VA
