台語漢字	pos_h
瑪瑙石	Na
買落來	VR
馬瓏	
馬路	Na
買命	VH
馬年	Nd
馬欄	Nc;Na
馬鞍草	
馬鞍藤	
買辦	Nc;Na
馬房	Nc;Na
買票	
馬匹	Na
馬脾風	Na
馬鞭草	
馬鞭	
馬鞭魚	
馬布	
馬賽	Na
馬勢	Na
買收	VC
馬索	Na
馬摔	
馬術	Na
馬踏鐙	
馬脰鬃	Na
馬蹄銀	Na
馬蹄香	
馬蹄香	
馬蹄花	
馬蹄金	
馬蹄黃	
馬蹄鐵	Na
馬鐙	
馬桶	Na
馬頭	Na
碼頭	Nc
碼頭區	Nc
買通	VC
馬椆	Nc;Na
買著	VR;VC
馬場	Nc
買倒轉	VR
買倒斷	
買單	VA
馬刀瘡	
馬隊	Na
迷	VC;VJ
迷霧	Na
迷津	Na
迷惑	VH
迷幻藥	Na
迷魂法	Na
迷魂藥	Na
迷藥	Na
迷宮	Na
迷人	VH
迷戀	VJ
迷路	Na
迷信	VK
迷失	VJ
迷著	
迷途	VH
be7	Db;VL
妹	b
賣	VD
賣尾口	
be7安	VH
be7按算	Na
賣肉	VA
賣肉錢	
be7免得	Db;VH
賣雜細e5	Na
賣笑	VA
賣嘴水	VA
賣出	VR
be7出聲	VH
be7止	Da
賣錢	VH
賣盡根	VR
be7少	VH
be7少得	VJ
賣座	VH
賣主	Na
be7用	VH
be7用leh	Db;VH
be7用得	Db;VR;VH
賣戇肉	
be7合	VK
be7曉	Db;VL
be7曉歹勢	
be7曉得	
be7曉得講	VH
be7好勢	VH
be7和	VH
賣方	Na
賣互	VR
be7要緊	VH
be7用得	VH
be7-kah	Db
賣到	VR
賣價	Na
be7堪	Da
be7堪leh	VK
be7堪得	VR;VJ;VH
be7堪得	VR
be7-khat得	VH
be7靠leh	VR
be7靠得	VR
be7缺得	VJ
be7記	VR;VK
be7記得	VR;VJ
be7見笑	VH
be7怪	Db
be7怪得	Db
be7趕得赴	VR
be7怪	Db
be7過意	VR
be7怪得	Db;VJ
be7靈	VH
be7離得	VR
賣了	VA
賣命	VH
be7活	VR
賣完	VR
be7平	VH
be7歹	
be7使	Db;VR
be7使無	VJ
be7使講	VH
be7使得	Db;VR;VL;VH
be7生	VH
be7心適	VH
賣身	VA
be7爽	VH
be7輸	VJ
be7輸teh	
be7-tang3	Db;VL
be7鬥	VH
be7通thau2	VH
be7致到	Db
賣掉	VR
be7-tih8得	VH
be7直得	VH
be7得赴	Dd;VJ;VH
be7得過	VR
賣斷	VR;VC
賣倒斷	VR
賣大燈	VA
be7擋得	VR;VH
be7度	VH
麥	Na;Nb
麥仔	Na
麥仔草	Na
麥仔酒	Na
麥仔蒿	Na
麥仔秧	Na
麥門冬	
白菜	Na
麥牙	
麥芽膏	Na
麥角	Na
麥蒿草	Na
麥芽膏	Na
麥片	Na
麥穗	Na
默契	Na
猛	Dd;Dh;VH
猛樹	Na
猛虎	Na
猛勇	VH
猛然	Dd
猛擊	VC
猛氣	Na
猛鍥鍥	VH
猛強強	VH
猛攻	VC
猛烈	VH
猛獸	Na
明	VK;VH
明目張膽	Dh
明明	Db
名望	Na
名望家	
名門	Nc
明文	Dh
明文規定	VE
明查暗訪	VA
明知	VK
冥財	
銘旌	Na
明證	Na
名正言順	VH
明爭暗鬥	VA
鳴銃	VA
名刺	Na
明唱	VR;VA;VE
明春	Nd
名誌	Na
明志	VA
名節	Na
明珠	Na
盟主	Na
螟個	Na
螟個囝	
明眼人	Na
名義	Na
明言	VE
明月	Na
明學	Na
明顯	Dk;VH
平和曬熏	
明礬	Na
鳴放	VC
明呼	VE
名份	Na
名譽	Na
盟友	Na
名人	Na
明仁	Nb
明膠	
明確	VH
萌起	VJ
明氣	VH
明其知	VK
明鏡	Na
盟國	Na
明講	VA
明句逗	
名貴	VH
盟軍	Na
明朗	VH
明禮	VH
螟蛉	Na
螟蛉子	Na
明令	VE
明理	VH
名利枷	
明亮	VH
明瞭	VK
明朗	VH
明朗化	VH
明王	Na
明牌	Na
盟邦	Na
明白	VJ
明白	VJ
明品	VR;VE
名片	Na
明辨	VC
明玻璃	
名產	Na
明細	
明星	Na
萌生	VJ
名勝	Na
明示	VE
明信片	Na
明說	VA
名師	Na
名詞	Na
明代	Nd
明達	VH
鳴笛	VA
明德水庫	Nc
明訂	VE
銘傳	Nc
明通	VJ
明智	VH
明治	Nd
明哲	VH
明朝	Nd
明道	VA
名譽	Na
命	VF;Na
孟	Nb
命案	Na
孟宗竹	
孟子	Nb
孟加拉	Nc
命令	VF;Na
命題	VA
bi	VC
米	Na;Nf
鎂	Na
米仔酒	Na
美味	VH
美妙	VH
米母	Na
美滿	VH
美製	A
美籍	Na
美鈔	Na
米粟	Na
米倉	Na
米碎蘭	
米食	Na
美洲	Nc
米酒	Na
美酒	Na
米醬	
美玉	Na
美元	Nf
美學	Na
美好	VH
美化	VJ
美髮	Na
美方	Na
米hu	Na
米粉	Na
美譽	Na
美豔	VH
米圓	Na
美育	Na
美容	VB
美容院	Nc
美容師	Na
美人	Na
美人蕉	
美人靠	
美人痣	
美人豆	Na
美加	Nc
米絞	Nc;Na
美感	Na
米甘草	
米價	
米雞仔	
美景	Na
美其名	VG
美僑	Na
美金	Na;Nf
米管瓜	Na
米糕	Na
米果	Na
美觀	VH
美國	Nc
美國割包	Nc;Na
米糕糜	
米栱	
米糕瘍	
米龜	
美軍	Na
米蘭	Nc
美麗	VH
美女	Na
美女櫻	
美聯社	Nc
米粒	Na
米籮	Nf
美濃	Nc
美女	Na
美輪美奐	VH
美貌	Na
美妙	VH
美滿	VH
美妹蕉	
米籃草	
米糧	Na
美援	Na
米芳	Na
米潘	
米本	Na
美不勝收	VH
美式	A
美商	Na
美食	Na
美事	Na
美術	Na
美術館	Nc
米tai5	
米啄	
美談	Na
米豆	Na
美德	Na
米篩目	
米篩面	Na
米篩竹	
米蟲	
美展	Na
bi3-luh	Na
bi3-luh肚	
bi5	VA
眉	Na
迷	VJ
寐	VA
微	Da
瞇	VC
黴	Na
微微仔	A;VH
微微風	Na
微渺	VH
微妙	VH
微處理機	Na
寐一下	
微言	Na
微弱	VH
楣角	Na
微量	VH
麋鹿	Na
微波	Na
微波爐	Na
微生物	Na
微生菌	Na
bi5-ta2-min2	Na
眉豆	
bi5-tha-min2	Na
微電腦	Na
bi7	b
味	Na;Nf
沬	b;VJ
媚	VH
寐	b
謎	Na
沬鴨	
未免得	Db
謎猜	Na
沬水	VA
未婚	VH
未婚妻	Na
味覺	Na
未來	Nd
魅力	Na
沬落去	VR;VJ
未必	Db
未必然	Db
未成年	
唯是	Dh
味噌草	
味素	Na
味素粉	Na
未遂	VH
未知	VJ
未知數	Na
免	Db;Ne
免仔	
鮸仔魚	
眄目	Na
免責權	Na
免試	VA
免錢	VH
免職	VB
免疫	VH
免疫力	Na
鮸魚	
緬懷	VJ
免費	VH
免於	VK
免用	Db
免用到	VR
愍忌	
免驚	
勉強	VF;VH
免講	VA;Dk;VE
免禮	VH
勉勵	VC
勉力	Dh
免你管	
冕旒	Na
免偌久	Nd
免向	
免數想	VK;VH
免想	VK
免稅	VH
免除	VC
緬甸	Nc
緬甸	Nc
免得	Cb
免畏	
勉為其難	VH
面目	Na
面積	Na
面子	Na
面會	VA
面談	VC
滅	VC
滅無	VC
滅亡	VH
滅絕	VC
滅口	VB
滅門血案	Na
渺茫	VH
秒鐘	Nf
秒錶	Na
藐視	VJ
苗	b
苗族	Nb
瞄準	VC
描繪	VC;VE
苗栗	Nc
苗栗市	Nc
苗圃	Nc
描寫	VC
描述	VC
苗條	VH
妙	VH
妙方	Na
妙用	Na
妙計	Na
bih	VA;VC
篾	b
篾仔	Na
篾層	Nf
篾蓆	Na
篾香	
篾腳香	
篾器	Na
篾枝	Na
篾瓤	
篾扇	
bih涵貓	VA
bih頷	Na
bih走	VC
bih-chhih	VH
bih鬚	VA
bih嘴	VA
bih雄	VH
bih雨	VA
bih起來	VR
bih起來	
bih去站	VA
bih-khng3	VA
bih咯雞	VA
啤酒	Na
啤酒肚	
bih相找	VA;Na
匿ti7	VR
bin2	VC
抿	VC
笢	VC
抿仔	Na
敏捷	VH
敏感	VH
敏感性	Na
敏感度	Na
抿洗	VC
敏豆	
民	b
眠	
明仔暗	
明仔載	Nd
明仔日	Nd
明仔日	Nd
眠夢	VA;VE
眠眠	
民望	
民政	Na
民政局	Nc
民情	Na
眠床	Na;Nf
眠床岸	Nc
眠床腳	
眠床枋	
眠床舖	Na
眠床道	Nc
民初	Nd
民進黨	Nb
民眾	Na
眠一下	
眠一下	VA
民族	Na
民主	Na;VH
民主化	VA
民主黨	Nb
民營	VH
民航機	Na
民航局	Nc
民法	Na
民風	Na
民防	Na
民意	Na
民謠	Na
民用	A
民有	Na
民間	Nc
民家	Nc;Na
民家厝	Na
民警	Na
民歌	Na
民權	Na
民國	Nd
民怨	Na
民房	Na
民兵	Na
民生	Na
民性	Na
民社黨	Nb
民心	Na
民俗	Na
民選	VH
民事	Na
民宅	Na
民智	Na
民治	Na
民黨	Nb
面	Na;Nf;Ng
面紅	Na;VH
面紅霓	
面紅耳赤	VH
面漚漚	
面目	Na
面挽挽	VC
面馬	Na
面目	Na
面目全非	VH
面模	Na
面焦	VH
面積	Na
面前	Nc
面前徛	Na
面前話	
面臭臭	
面試	VC
面chhiuN	Na
面槽	
面紙	Na
面子	Na
面水	Na
面額	Na
面ham3-hang3	
面形	Na
面向下	
面向天	
面反青	
面粉	Na
面圓淀	
面容	Na
面油	Na
面憂憂	VH
臉孔	Na
面孔	Na
面匡	Na
面腔	Na
面款	Na
面鏡	
面巾	Na
面骨	Na
面慄色	VH
面饒	VC
面路	Na
面貌	Na
面烏去	
面烏烏	
面帕	Na
面皮皮	VH
面皮	Na;b
面皮hau-hau	
面譜	
面盆	Na
面盤	Na
面布	Na
面部	Na
面紗	Na
面色	Na
面熟	VH
面熟面熟	VH
面生毛	Na
面霜	Na
面罩	Na
面值	VJ
面底皮	Na
面地	Nc;Na
面頂	Nc;Na
面頂百	Na
面頂衫	Na
面桶	Na
蝒蟲	Na
饅頭	Na
面頭前	Nc
饅頭果	
饅頭粿	
面體	Na
面體皮	Na
面注注	
面對	VC
秒	Nf
秒表	Na
描	VC
廟	Na
廟尪仔	
廟祝	Na
廟公	Na
廟寺	Na
廟堂	Nc
廟宇	Na
密	VH
蜜	Na
密碼	Na
密謀	VF
密切	VH
密嘴	
蜜餞	Na
密集	VH
蜜水	
蜜月	Na
密封	VB
密醫	Na
密友	Na
蜜柑	
密告	VC
蜜蠟	Na
沒落	VH
密落去	VC
蜜蜂	Na
密閉	A
密報	VA;VB
密婆	Na
密佈	VH
蜜房	Na
密室	Na
密談	VA
密度	Na
謬誤	Na
母	A
母仔	Na
母仔囝	Na
母仔囝	Na
母目	Na
母欉	
母親	Na
母親	Na
母親節	Nd
母錢	Na
母錢	Na
母的	Nc
母語	
母銀	
母校	Nc
母系	Na
母形	VH
母法	Na
母花	Na
母姨	Na
母絞利	VH
母交藤	
母囝	Na
母囝	Na
母金	
母妗	Na
母國	Nc
母舅	Na
母舅表	Na
母女	Na
母女	Na
母蜂	Na
母身	Nc
母身	Nc
母身死	VH
母頭親	Na
母體	VH
無張持	Db;Dd;Dh
毛	Na;Nb
無	Tb;Td;Cb;Dh;Dc;VJ;Df
無暫節	
無下落	VH
無愛	Db;VJ
無後嗣	VH
無目地	VH
無望	VK;VH
無網袋	VH
無欲	Db;VJ
無欲愛	Db;VJ
無欲給	VL
無勉強	
無眠	VH
無面孔	VH
無母囝	Na
無尾坐	
無尾巷	Nc
無尾港	
無欲插	VB
無才	VH
無在心	Dh
無節撙	b
無正經	
無情	VH
無精彩	VH
無差	Db;VL;VH
無采	VJ;VH
無彩嘴	VC
無采嘴舌	VC
無彩工	VH
無慼變	VH
無清楚	
無笑神	VH
無螫皮	VH
無像款	
無錯	VH
無趣味	VH
無嘴水	
無嘴花	
無嘴斗	
無存大	VH
無出聲	
無出脫	VH
無止境	VH
無志氣	VH
無者	Cb
無錢人	Na
無錢飯	
無一症	
無一個無	Da
無一撇	VI
無上目	VH
無上正	VH
無上腳	
無上算	
無縒	VH
無絕對	Db
無罪	VH
無子午	
無主張	
無注意	Dh
無水	VH
無水田	Na
無撙節	b;VH
無震bun7	VH
無存天	VH
無益	VH
無閒	VH
無閒工	
無礙	VH
無礙著	VH
無藝	VH
無藝量	VH
無藝笑	VH
無疑	Db;VK;Dk
無疑悟	Db;Na;VK;Dk
無藝量	VH
無言	VH
無誤	VH
無合	
無害	VH
無行情	
無效	VH
無興	
無興頭	
無形	VH
無形中	Na
無稀罕	
無戲哼	
無葉藤	
無好	VH
無好死	
無好勢	Db
無好心	VH
無畫算	VH
無法	Db
無法伊	
無法得	VI
無法度	VI;VH
無花字	VH
無妨	VH
無赴喘	
無醫	VH
無意無思	VH
無異議	VH
無意義	VH
無意向	VH
無意間	
無意神	
無意思	VH
無意中	
無遺	Df
無煙	VH
無影	VH
無影無隻	Dh
無影跡	VH
無影代	
無緣	VH
無要無緊	
無要緊	VH
無要領	VH
無伊法	
無音信	
無異	VG
無因無端	Dh
無因致端	Dh
無因端	Dh
無依倚	VH
無藥醫	VH
無勇	
無容易	VH
無用	Db;VH
無一定	Db
無油杉	Na
無樣相	
無爾我	VH
無字	VH
無字墨	
無字眼	VH
無仁e5話	
無人情	VH
無人道	VH
無認分	
無偌好	VH
無教示	
無仝	VI;VH
無共款	Na
無干礙	VH
無工藝	
無干係	VH
無夠	VH
無夠看	
無夠氣	VH
無夠力	
無夠著	VR
無計較	VJ
無價值	
無暇	VH
無卡縒	VH
無確定	Db
無堪	VR
無空	
無起號	
無齒虎	
無去	VA;VR;VH
無去	VH
無棄嫌	
無忌克	b
無欠	VH
無欠數	
無吭聲	
無可定	Db
無款	VH
無氣	VH
無菌	VH
無記名	VH
無記心	VH
無記持	VH
無奇不有	VH
無驚	
無囝債	Na
無囝利	Na
無驚心	VH
無根草	
無兢心	VI;VH
無局	VH
無救	
無膏	
無管	VK;VC;Cb
無關係	VG;VH
無閣	Dd;VH
無講理	
無公正	
無公平	
無公道	VJ
無顧	VJ
無顧己	VH
無久	Nd
無幾日	Dd
無滾笑	
無骨頭	
無來去	VC
無濫摻	
無膦脬	VC;VH
無人法	
無力	VH
無禮	VB
無禮貌	
無力感	Na
無能	VH
無理氣	
無利可圖	VH
無斂嘴	VH
無良心	VH
無量	VH
無懾	
無了時	VK;VH
無聊	VH
無料	VH
無料到	
無六親	
無偌che7	VH
無偌好	VH
無偌久	Dd;Nd
無路用	VH
無路來	Db
無路使	VH
無論	Cb
無暝無日	Dd
無命	VH
無耐性	
無向	VK;VH
無向無看	VH
無我	VH
無兩想	VH
無話無句	
無話講	VH
無敗害	VH
無敗板	VH
無腹內	VH
無扮	
無辦法	VI
無辦胚	
無繃	
無平	VH
無平正	VJ
無平重	
無pha7	VH
無派胚	
無胚	
無鼻牛	Na
無鼻縫	VH
無譜	VH
無比止	
無拚	
無拚面	
無變竅	VH
無變輦	
無變步	
無便	Dh;VH
無必要	Db
無半症	VI;VH
無半項	VH
無半圓	
無半撇	VI
無半步	VI
無半sian2	
無半屑	VH
無盤	VH
無poh	VK;VH
無補	
無步	
無分張	VR
無細膩	Dh
無性地	
無誠意	
無時閒	VH
無時行	VH
無時停	
無時恬	VH
無時定	VH
無捨世	VH
無聲	VH
無啥	
無啥貨	
無啥mih8	
無像	Na;P4;VH
無像款	A
無像	VH
無相干	VH
無相輸	VH
無賒數	
無消	Db
無銷	VH
無數擺	
無消暢	
無心情	Dh
無心肝	VH
無心適	VH
無信道	VH
無神	VH
無神彩	VH
無身屍	
無惜	Dh;VL
無俗	VH
無惜略	VC;VH
無惜寶	
無相共	
無相欠	
無相讓	VA
無實在	VH
無想	VH
無想愛	
無想kau3	Db;VK;Dk;VJ
無想著	Db;VK;Dk
無算pai2	
無沙無圾	VH
無煞	VA;Dd;Da;Df
無線	A
無線電	Na;A
無爽	VH
無爽快	VH
無所靠	VH
無所不在	VH
無所適從	VI
無所謂	VH
無數	A
無私	VH
無輸	VJ
無四配	
無嗣鬼	Na
無事使	Na;VH
無事想	VJ
無輸贏	VH
無需要	Db
無輸雙	VH
無搭hiahN	VH
無大才	VH
無大故	Db
無奈何	VH
無膽	VH
無打緊	VH
無taN7	VH
無tang3 sa	
無tang3食	
無tang3借	
無同	VH
無ta-oa5	VI;VH
無tap屑	VH
無底深坑	Na
無底巷	Nc;Na
無底褲	Na
無te3	Dh;VH
無te3 sa	
無te3食	
無te3借	
無te3去	
無te3比	VH
無teh軟	VH
無的確	Db
無得定	Da;VH
無定	VH
無定性	VH
無定時	
無通	Db;VR;VH
無通軟	VH
無頭總	Na
無頭香	
無頭公案	Na
無頭路	VH
無頭批	Na
無頭神	Na;VH
無頭藤	
無體統	VH
無停	VA;Dd;VH
無停腳	Dd
無天理	Df
無天良	VH
無天理慘	VH
無傳	VH
無通	
無知	VH
無底止	Na;VH
無致無意	Dh
無致心	
無持防	Dh
無佇leh	
無值代	VH
無定	Db
無定著	Db;VH
無條件	Dh
無津	VJ
無著時	VH
無著	
無張無持	Dd
無張持	Dd;Dh
無斷	Dd;VH
無道理	VH
無道德	VH
無大礙	VH
無擋	VC
無肚量	VH
無tu2好	VH
無tu2-tu2	Db
無對路	
無對心	
無畏	VJ
無謂	A
帽	Na
磨	Na;VC
帽仔	Na
磨仔	Na
帽仔沿	
帽仔墘	
磨仔礅	Na
磨間	Nc
磨房	Nc;Na;VC
帽唇	
磨	VA;Na;VC;VH
磨仔草	
磨滅	VC
磨嘴舌	VH
磨石	Na
磨雞膏	VB
磨坩	Na
磨腳皮	VA
磨光	
磨練	VC
磨碌	VH
磨使	VC
磨損	VC
磨拖	VH
磨拖	VC
磨刀石	Na
抹	Na;VC;VH
boah8	VC
茉草	
末魚	Na
抹烏	
抹平	
抹刀	Na
滿	Ne;VH;Df
晚安	VH
滿限	VH
晚餐	Na
滿清	Nb
晚秋	Nd
晚春	Nd
滿出來	
滿足	VH
滿座	VH
晚香玉	Na
晚會	Na
滿意	VK;VJ
晚宴	Na
晚景	Na
滿期	VH
輓歌	Na
晚季	
晚禮服	Na
晚年	Na
輓聯	Na
滿員	VH
晚報	Na
晚輩	Na
晚歲	Na
滿台	VH
滿天星	Na
滿潮	VH
滿堂紅	Na;Nb
滿餘香	Na
boat8	Dd;Da;VJ;VH
末	Ne;Ng
沒尾	VH
末尾囝	Na
末日	Na
沒落	VH
末路	Na;VH
末年	Na;Nd
末世	
末席	Nc
末代	Nd
沒趁	
尾	Ne;Na;Nf;Ng
尾仔	Nd
尾仔	Nc;Nd
尾仔指	Na
尾仔囝	Na
尾仔名	VH
尾後	Nc;Nd
尾面	Nd
尾尾	Nc
尾指	Na
尾指仔	Na
尾站	Nc
尾坐	Na
尾cheng2指	Na
尾手	Nd
尾choa7車	Na
尾椎	Na
尾椎骨	Na
尾牙	Nd
尾花芋	
尾蝶	Na
尾蝶仔	Na
尾蝶花	Na
尾二指	Na
尾二名	
尾日	Na
尾工	
尾景	Na
尾境	
尾口	Na;VH
尾款	
尾氣	Na
尾期	Nd
尾囝	
尾結	Na
尾局	Na
尾來	Nd
尾流	Nc;VH
尾二指	Na
尾溜	Nc;Na;b
尾路	Na;VH
尾名	
尾岭骨	Na
尾班車	Na
尾步	
尾梢	Na
尾聲	Na
尾身	Nd
尾首	Nd
尾數	Na
尾胴骨	Na
尾頭	Nc
尾帖藥	
尾位	Nc
尾運	Na
梅	Na
媒	b
煤	Na
糜	Na;b
梅仔	Na
梅仔干	Na
未	Dc
未捌	Dd
未免	Db
未曾	Dd
未曾未	Dd
未且	VH
未且是	VH
未做人	
未了	VH
未滿	VJ
未拍先走	VA
未成丁	
未是	VH
未定	VH
beh	Db;Dd;VC;Cb;VE
襪仔	Na
襪束	Na
襪帶	Na
boeh暗仔	Nd
boeh按怎	VA
boeh無	Cb
boeh--bou3	
boeh知	
boeh親像	VJ
boeh-m7	
boeh-ni5	VA;Dj
boeh倚	Ne
boeh死	VH
boeh是	Cb
boeh相共	VH
boeh晝	Nd
boeh-thai2	
boeh吐	VA;VH
boeh吐boeh吐	VH
boeh-tih8	Db;VC;VE
boeh著	Cb
boeh-to2生	
莫卻	Cb
莫講	Cb
莫講卻	Cb
莫講是	Cb
莫說	Cb
莫說講	Cb
bok	VC
木	b
目	Nf
沐	Nb;b
漠	b
木e5類	Na
木馬	Na
bok8-bok8泅	VE
木材	Na
木製	A
木賊	Na
目前	Nd
木材	Na
牧草	Na
木星	Nb
木子樹	
木質	Na
木造	A
木主	Na
木船	Na
莫用	Db
木業	Na
木魚	Na
木芙蓉	Na
莫非	Dc
沐浴	VA
木工	Na
目擊	VE
木刻	Na
木器	Na
木槿	Na
莫怪	Db
木瓜	Na
莫怪	Db
木瓜欉	Na
木瓜藤	
木棍	Na
木蘭	Na;Nb
木蘭花	
木蓮	
莫捏	VA;Na;VC
睦鄰	VA
目錄	Na
木欏	
木欒仔	
目錄	Na
木棉	Na
木麻	Na
木麻黃	Na
木乃伊	Na
木耳	Na
木棒	Na
目標	Na
木片	Na
木鱉子	
木筆	
木犀	Na
苜蓿	Na
木箱	Na
牧師	Na
莫斯科	Nc
莫大	A
目的	Na
目的地	Nc
木雕	Na
莫衷一是	VH
牧場	Nc
摸	VC
罔	Db;Dd;b;VH
莽	b
漭漭	VH
罔且	Dd
罔凊彩	VH
罔將就	
罔就	VC
蟒蛇	Na
莽撞	VH
罔好	VH
莽夫	Na
罔看	
罔過日	
罔講	VA
罔活	VH
罔中人意	VH
罔聽	
莽懂	VH
莽懂漢	Na
罔度	VH
罔度食	
bong3	b;VH
惘	Na;VH
妄妄	
罔魦	Na
亡	b
茫	Na;b
蒙	VC;P0;Nb;VJ
濛	b
亡命	VA;VH
蒙面	VA
盲目	VH
茫茫	VH
濛濛	VH
茫霧	Na;VH
濛霧雨	Na
芒種	Nd
芒種雨	Na
忘情	VH
硭石	Na
盲從	VJ
蒙藏委員會	Nb
忘懷	VJ
亡魂	Na
亡羊補牢	VH
茫然	VH
蒙哥	
亡國奴	Na
蒙古	Nc
亡靈	Na
忘八	Na
蒙胞	Na
蒙蔽	VC
矇騙	VC
盲生	Na
芒硝	Na
甭數想	VK
蒙羞	VH
蒙受	VJ
蒙特婁	Nc
盲點	Na
盲腸	Na
墓	Na
墓仔	Na
墓仔埔	Nc
墓石	Na
妄狀	VH
妄狀漢	Na
妄狀鬼	Na
墓穴	Na
墓園	Nc
妄用	VC
忘憂草	Na
望日	Nd
墓壙	Na
墓壙鳥	
墓壙空	
墓壙山	Nc
墓窟	Na
墓龜	
望遠鏡	Na
墓牌	Na
夢山果	
夢洩	VA
妄想	VE
妄傖客	Na
墓地	Nc
墓埕	Nc
望塵莫及	VH
墓堆	
夢遺	VA
摸暗	Dh
摸be7清	VR
摸不著	VJ
摸無總	
摸無路	
摸無門	
摸無頭總	VH
摸手底	
摸chhoe7	VE
摸魚	VA;VH
摸暝	Nd;Dh
摸脈	
摸著	VR
某	Ne;Na;b
畝	Nf
某某人	
某甲	Nh
某囝	Na;Nf
某舅	Na
某人	Na
某奴	
某乜人	Na
牡丹	Na
某頭親	Na
某頭舅	Na
某大姨	Na
牟	Nb
模	Na;Nf;b
謀	b
霧	Na
謀面	VA
謀取	VC
謀職	VA
模組	Na
模擬	VC
模型	Na
模範	Na
模範生	Na
模仿	VC
模糊	VH
模樣	Na
模具	Na
謀求	VC
謀利	VA
謀略	Na
模板	Na
謀殺	VC
謀殺案	Na
模式	Na
謀生	VA
模特兒	Na
戊	b
茂	b
幕	Na;Nf
慕	Nb;b
慕名	Dh
募集	VC
貿易	Na
貿易額	Na
貿易商	Na
冒險	VA
冒犯	VC
貿然	Dh
募款	VA
募捐	VC
幕僚	Na
茂林	Na
茂盛	VH
冒失	VH
募得	VJ
忘年會	
拇	b
武	Nb
舞	VA;Na;VC
侮慢	VH
舞草	
武昌	Nc
武齣	Na
武齣戲	
武裝	VC
武藝	Na
武漢	Nc
武靴藤	
舞會	Na
武夷茶	Na
侮辱	VC
舞曲	Na
武器	Na
武綑	
武棋	Na
武俠	A
武腳	Na
武官	Na
武功	Na
侮弄	VC
舞弄	VF;VC
武力	Na
武陵	Nc
武林	Nc
舞弄	VC
舞女	Na
舞弊	VA
武旁	Na
舞步	Na
武生	Na
舞翼	Dh
無所謂	VH
武士	Na
撫恤	VC
武術	Na
舞台	Na
撫台	Na
舞台劇	Na
武打	A
舞廳	Nc
武腯	VH
舞池	Nc
舞場	Nc
舞蹈	Na
舞蹈家	Na
武斷	VH
武腯	
誣	b
無名指	Na
無妄之災	Na
無精打采	VH
蕪菁	Na
無疾而終	VH
誣陷	VC
無限	A
無行止	
無花果	Na
無患子	Na
無妨	Db;VH
無非	Db
無異	VG
無異	VG
無價	VH
無價寶	Na
無可諱言	Dk
無窮	VH
無窮盡	VH
無給職	Na
無過	Da;Cb
誣告	VC
無辜	VH
無聊	VH
無陸水錢	Na
誣賴	VC
無賴漢	Na
無往不利	VH
無比	Df
無邊	VH
無不	Da
無邪	VH
無常	VH
無奈何	VH
無恥	VH
無知	VH
無底止	VH
霧	Na;VC;VH
霧霧	VH
霧峰	Nc
務求	VE
霧玻璃	Na
務本	VH
霧煞煞	VH
霧社	Nc
務實	VH
撫胝	
buh8	Nf
微	Da
bui目	
bu-la3-chia3	Na
吻	VC
吻吻仔笑	VA
吻笑	VA
bun3	VC
湓仔	Na
湓田豬	
鼢鼠	
湓出來	VR
湓波	VH
鼢屎龜	
鼢地鼠	Na
文	Nb;b
文案	Na
文明	VH
聞名	VI
文武	Na
文文	VC;VH
文物	Na
門市	b
文昌	Nb
文樹蘭	
bun5床	Na;Nf
門診	VB
文章	Na
文集	Na
文職	Na
文章	Na
文藻	Na;io;Nb
文宗	Nb
文珠蘭	
文藝	Na
文義	Na
文言	VH
紋銀	Na
文學	Na
文學院	Nc
文獻	Na
文獻會	Nc
文豪	Na
文化	Na
文化界	Nc
文華	Na
文法	Na
文火	Na
文風	Na
門風	Na
聞風	Dh
文字	Na
文人	Na
文人畫	Na
文蛤	
文教	Na
文教區	Nc
文革	Na
文科	Na
文庫	Na
文具	Na
文棋	Na
文建會	Nc
文件	Na
文稿	Na
文官	Na
文公尺	
文具	Na
文理	Na;on;VH
文理人	
聞名	VI
文雅	VH
文旁	Nc
文憑	Na
文筆	Na
文山	Nc
門生	Na
文聖	Na
門勢尾	VH
文仙果	Na
文心蘭	
聞訊	Dh
文選	Na
文書	Na
文史	Na
文旦	Na
文壇	Nc
文竹	Na
文德	Na
文體	Na
文摘	Na
文壇	Nc
悶	VH
燜	VC
悶悶不樂	VH
悶焦焦	VH
悶慒慒	VH
問候	VC
問好	VB
問號	Na
悶憂憂	VH
問話	VB
燜飯	
問世	VA
問心無愧	VH
問喪	VA
問答	Na
問題	Na
問津	VA
勿	Db
but8	VC
物美價廉	VH
物種	Na
物證	Na
物盡其用	VA
物質	Na
物資	Na
沒藥	
物價	Na
沒官	
物蘭池	Na
物力	Na
物理	Na
物理系	Nc
物料	Na
物類	Na
物品	Na
物產	Na
物色	VC
沒收	VC
物體	Na
查	VE
早	Dd;VH
早暗	Dd;Na;Nd
早慢	Db;Dd
早知影	
早前	Dd;Nd;Ng
早餐	Na
早春	Nd
早水	
早日	Dd
早嫁	VH
早起	VA;Na;Nd
早起飯	Na
早起晡	Nd
早起時	Nd
早起頓	Na
早期	Nd
早流	
早年	Nd
早晏	Dd
早報	Na
早產	VC
早逝	VH
早死	VH
早時	Dd;Nd
早冬	Na
早淀	
早著	Dd
早頓	Dd;Na
早當時	Nd
炸	VC
詐	VH
詐財	VB
榨菜	Na
詐稱	VE
炸毀	VC
炸藥	Na
