AID	role	content	number	songtablet	action	book
5889	占	小奴婢受不得刑罰	44.085	NULL	NULL	荔鏡記--嘉靖
5890	NULL	望老爹赦小的放生	44.086	NULL	NULL	荔鏡記--嘉靖
5891	末	你從實說來	44.087	NULL	NULL	荔鏡記--嘉靖
5892	NULL	我一下不打你	44.088	NULL	NULL	荔鏡記--嘉靖
5893	NULL	不肯認	44.089	NULL	NULL	荔鏡記--嘉靖
5894	NULL	定要敲死你只丫頭	44.09	NULL	NULL	荔鏡記--嘉靖
5895	占	老爹	44.091	NULL	NULL	荔鏡記--嘉靖
5896	NULL	是年六月時節	44.092	NULL	NULL	荔鏡記--嘉靖
5897	NULL	娘仔和奴婢在樓上食荔枝	44.093	NULL	NULL	荔鏡記--嘉靖
5898	NULL	陳三騎馬樓下過	44.094	NULL	NULL	荔鏡記--嘉靖
5899	NULL	是我娘仔	44.095	NULL	NULL	荔鏡記--嘉靖
5900	NULL	不合將荔枝、手帕包丟陳三	44.096	NULL	NULL	荔鏡記--嘉靖
5901	NULL	後來陳三不知何因	44.097	NULL	NULL	荔鏡記--嘉靖
5902	NULL	來五娘家磨鏡	44.098	NULL	NULL	荔鏡記--嘉靖
5903	NULL	將鏡打破	44.099	NULL	NULL	荔鏡記--嘉靖
5904	NULL	寫身為奴	44.1	NULL	NULL	荔鏡記--嘉靖
5905	NULL	後來是陳三同娘仔、小奴婢	44.101	NULL	NULL	荔鏡記--嘉靖
5906	NULL	要往泉州望親	44.102	NULL	NULL	荔鏡記--嘉靖
5907	NULL	別無甚事，奴婢不知因	44.103	NULL	NULL	荔鏡記--嘉靖
5908	末	這是實情了	44.104	NULL	NULL	荔鏡記--嘉靖
5909	NULL	左右放了	44.105	NULL	NULL	荔鏡記--嘉靖
5910	NULL	益春供明	44.106	NULL	NULL	荔鏡記--嘉靖
5911	NULL	無罪放回	44.107	NULL	NULL	荔鏡記--嘉靖
5912	旦白	益春你那府口聽候等我	44.108	NULL	占下	荔鏡記--嘉靖
5913	末	陳三，你好R俱認	44.109	NULL	NULL	荔鏡記--嘉靖
5914	NULL	免我刑罰你	44.11	NULL	NULL	荔鏡記--嘉靖
5915	生	告相公乞聽說起	44.111	NULL	NULL	荔鏡記--嘉靖
5916	NULL	念陳三官蔭仔兒	44.112	NULL	NULL	荔鏡記--嘉靖
5917	NULL	我兄廣南做運使	44.113	NULL	NULL	荔鏡記--嘉靖
5918	NULL	西川知州阮叔便是	44.114	NULL	NULL	荔鏡記--嘉靖
5919	末	貪心賊奴不知死	44.115	NULL	NULL	荔鏡記--嘉靖
5920	NULL	有乜官蔭	44.116	NULL	NULL	荔鏡記--嘉靖
5921	NULL	你厝出世	44.117	NULL	NULL	荔鏡記--嘉靖
5922	NULL	你兄廣南拾馬屎	44.118	NULL	NULL	荔鏡記--嘉靖
5923	NULL	你叔西川洗廁池	44.119	NULL	NULL	荔鏡記--嘉靖
5924	NULL	可無理，RRR	44.12	NULL	NULL	荔鏡記--嘉靖
5925	NULL	發去涯州安置	44.121	NULL	NULL	荔鏡記--嘉靖
5926	生唱	受虧苦，侢得雲開見月時	44.122	NULL	NULL	荔鏡記--嘉靖
5927	末	來，陳三	44.123	NULL	NULL	荔鏡記--嘉靖
5928	NULL	你是奴姦家長女	44.124	NULL	NULL	荔鏡記--嘉靖
5929	NULL	依律供來	44.125	NULL	NULL	荔鏡記--嘉靖
5930	生	小的打破他鏡	44.126	NULL	NULL	荔鏡記--嘉靖
5931	NULL	將身為當他邊	44.127	NULL	NULL	荔鏡記--嘉靖
5932	NULL	怎麼作奴姦家長女供狀	44.128	NULL	NULL	荔鏡記--嘉靖
5933	NULL	虧了小的，老爹	44.129	NULL	NULL	荔鏡記--嘉靖
5934	末	見是不供認	44.13	NULL	NULL	荔鏡記--嘉靖
5935	NULL	刑罰來	44.131	NULL	NULL	荔鏡記--嘉靖
5936	旦	三哥你供去	44.132	NULL	NULL	荔鏡記--嘉靖
5937	NULL	免受刑罰	44.133	NULL	NULL	荔鏡記--嘉靖
5938	生	罷R，我供去	44.134	NULL	NULL	荔鏡記--嘉靖
5939	NULL	看只尾梢做侢樣	44.135	NULL	NULL	荔鏡記--嘉靖
5940	NULL	供狀人陳三，年二十歲	44.136	NULL	供介	荔鏡記--嘉靖
5941	NULL	係泉州府，晉江縣，朋山嶺後官籍	44.137	NULL	NULL	荔鏡記--嘉靖
5942	NULL	因送哥嫂廣南	44.138	NULL	NULL	荔鏡記--嘉靖
5943	NULL	運使伯延是我親兄	44.139	NULL	NULL	荔鏡記--嘉靖
5944	NULL	歇在潮州驛內	44.14	NULL	NULL	荔鏡記--嘉靖
5945	NULL	因去賞燈閑行	44.141	NULL	NULL	荔鏡記--嘉靖
5946	NULL	遇見黃厝五娘	44.142	NULL	NULL	荔鏡記--嘉靖
5947	NULL	兩邊相看有情	44.143	NULL	NULL	荔鏡記--嘉靖
5948	NULL	一日騎馬樓下過	44.144	NULL	NULL	荔鏡記--嘉靖
5949	NULL	五娘掞落荔枝，為定	44.145	NULL	NULL	荔鏡記--嘉靖
5950	NULL	思量無路得見	44.146	NULL	NULL	荔鏡記--嘉靖
5951	NULL	設計伊厝磨鏡	44.147	NULL	NULL	荔鏡記--嘉靖
5952	NULL	故意力鏡打破	44.148	NULL	NULL	荔鏡記--嘉靖
5953	NULL	賣身伊厝掃廳	44.149	NULL	NULL	荔鏡記--嘉靖
5954	NULL	後因言來語去	44.15	NULL	NULL	荔鏡記--嘉靖
5955	NULL	兩邊相愛有情	44.151	NULL	NULL	荔鏡記--嘉靖
5956	NULL	思見：終不落當	44.152	NULL	NULL	荔鏡記--嘉靖
5957	NULL	相共走去泉城	44.153	NULL	NULL	荔鏡記--嘉靖
5958	NULL	林大得知來告	44.154	NULL	NULL	荔鏡記--嘉靖
5959	NULL	差人力到公廳	44.155	NULL	NULL	荔鏡記--嘉靖
5960	NULL	萬望老爹明鏡	44.156	NULL	NULL	荔鏡記--嘉靖
5961	NULL	依律斷問分明	44.157	NULL	NULL	荔鏡記--嘉靖
5962	NULL	並無捏詞情意	44.158	NULL	NULL	荔鏡記--嘉靖
5963	NULL	伯卿是我正名	44.159	NULL	NULL	荔鏡記--嘉靖
5964	NULL	情願所供是實	44.16	NULL	NULL	荔鏡記--嘉靖
5965	NULL	畫號簽名	44.161	NULL	NULL	荔鏡記--嘉靖
5966	末	左右	44.162	NULL	NULL	荔鏡記--嘉靖
5967	NULL	既是認了，與他畫招	44.163	NULL	NULL	荔鏡記--嘉靖
5968	丑	犯人畫招	44.164	NULL	NULL	荔鏡記--嘉靖
5969	末	畫招了	44.165	NULL	NULL	荔鏡記--嘉靖
5970	NULL	叫里老就簽長解	44.166	NULL	NULL	荔鏡記--嘉靖
5971	NULL	發去遞運所	44.167	NULL	NULL	荔鏡記--嘉靖
5972	NULL	起解崖州為民。且收監	44.168	NULL	NULL	荔鏡記--嘉靖
5973	末白	林大過來	44.169	NULL	生下	荔鏡記--嘉靖
5974	NULL	你要老婆，要銀子	44.17	NULL	NULL	荔鏡記--嘉靖
5975	淨	小的不要銀，只要老婆	44.171	NULL	NULL	荔鏡記--嘉靖
5976	末	你去寫領來，把婦人領去	44.172	NULL	NULL	荔鏡記--嘉靖
5977	淨	小人就寫領，來領去	44.173	NULL	NULL	荔鏡記--嘉靖
5978	旦	老爹聽告	44.174	NULL	NULL	荔鏡記--嘉靖
5979	NULL	因對林大親，奴婢不願	44.175	NULL	NULL	荔鏡記--嘉靖
5980	NULL	才會弄出這事，急惱老爹	44.176	NULL	NULL	荔鏡記--嘉靖
5981	NULL	今把奴婢判還林大	44.177	NULL	NULL	荔鏡記--嘉靖
5982	NULL	奴婢情願老爹臺下死	44.178	NULL	NULL	荔鏡記--嘉靖
5983	NULL	望老爹替小的方便	44.179	NULL	NULL	荔鏡記--嘉靖
5984	NULL	筆下超生	44.18	NULL	NULL	荔鏡記--嘉靖
5985	NULL	萬代陰德，老爹	44.181	NULL	NULL	荔鏡記--嘉靖
5986	末	林大告你背夫逃走	44.182	NULL	NULL	荔鏡記--嘉靖
5987	NULL	理合從夫嫁賣	44.183	NULL	NULL	荔鏡記--嘉靖
5988	旦	還未娶過門	44.184	NULL	NULL	荔鏡記--嘉靖
5989	末	還未過門	44.185	NULL	NULL	荔鏡記--嘉靖
5990	NULL	這个也是替你開交	44.186	NULL	NULL	荔鏡記--嘉靖
5991	NULL	也罷	44.187	NULL	NULL	荔鏡記--嘉靖
5992	NULL	拿黃中志過來	44.188	NULL	生看	荔鏡記--嘉靖
5993	末白	黃中志	44.189	NULL	外上	荔鏡記--嘉靖
5994	NULL	我本當要問你治家不正罪名	44.19	NULL	NULL	荔鏡記--嘉靖
5995	NULL	可憐你年紀老	44.191	NULL	NULL	荔鏡記--嘉靖
5996	NULL	七十以上，罪不加刑	44.192	NULL	NULL	荔鏡記--嘉靖
5997	NULL	當初林大送有幾多財禮，上你門來	44.193	NULL	NULL	荔鏡記--嘉靖
5998	外	送銀五十兩	44.194	NULL	NULL	荔鏡記--嘉靖
5999	淨	老爹送有一百兩	44.195	NULL	NULL	荔鏡記--嘉靖
6000	末	黃中志	44.196	NULL	NULL	荔鏡記--嘉靖
6001	NULL	我依律問	44.197	NULL	NULL	荔鏡記--嘉靖
6002	NULL	女家悔了親	44.198	NULL	NULL	荔鏡記--嘉靖
6003	NULL	財禮加倍還他	44.199	NULL	NULL	荔鏡記--嘉靖
6004	NULL	你討一百兩銀子	44.2	NULL	NULL	荔鏡記--嘉靖
6005	NULL	賠林大去自娶一个好R小的老婆	44.201	NULL	NULL	荔鏡記--嘉靖
6006	NULL	這女子	44.202	NULL	NULL	荔鏡記--嘉靖
6007	NULL	中志，你寫領子來領去	44.203	NULL	NULL	荔鏡記--嘉靖
6008	NULL	隨你嫁與別人去	44.204	NULL	NULL	荔鏡記--嘉靖
6009	外	小的依老爹判斷	44.205	NULL	NULL	荔鏡記--嘉靖
6010	NULL	就去討銀子還他	44.206	NULL	NULL	荔鏡記--嘉靖
6011	淨	娘仔，共我來去	44.207	NULL	NULL	荔鏡記--嘉靖
6012	NULL	我不曉得	44.208	NULL	NULL	荔鏡記--嘉靖
6013	NULL	我不管伊乜事	44.209	NULL	NULL	荔鏡記--嘉靖
6014	旦白	死丁古！你向好命	44.21	NULL	淨拖介	荔鏡記--嘉靖
6015	末	這蠻子！好打	44.211	NULL	NULL	荔鏡記--嘉靖
6016	NULL	既賠你財禮	44.212	NULL	NULL	荔鏡記--嘉靖
6017	NULL	你又扯他	44.213	NULL	NULL	荔鏡記--嘉靖
6018	NULL	皂隸帶出去	44.214	NULL	NULL	荔鏡記--嘉靖
6019	末白	拐誘發配去崖城	44.215	NULL	丑帶下	荔鏡記--嘉靖
6020	NULL	一宗文卷甚分明	44.216	NULL	NULL	荔鏡記--嘉靖
6021	NULL	說著勢頭來押我	44.217	NULL	NULL	荔鏡記--嘉靖
6022	NULL	恐怕路上死你身	44.218	NULL	並下	荔鏡記--嘉靖
6023	NULL	收監送飯	45	NULL	第四十五出	荔鏡記--嘉靖
6024	淨	我是都牢頭	45.001	水底魚兒	NULL	荔鏡記--嘉靖
6025	NULL	做人愛歐留	45.002	NULL	NULL	荔鏡記--嘉靖
6026	NULL	有人落牢門	45.003	NULL	NULL	荔鏡記--嘉靖
6027	NULL	定是落我鬮	45.004	NULL	NULL	荔鏡記--嘉靖
6028	NULL	騙得銀錢諸般都齊到	45.005	NULL	NULL	荔鏡記--嘉靖
6029	NULL	返去還我都牢娘	45.006	NULL	NULL	荔鏡記--嘉靖
6030	NULL	叫我實是爻RR	45.007	NULL	NULL	荔鏡記--嘉靖
6031	NULL	我做都牢有名聲	45.008	NULL	NULL	荔鏡記--嘉靖
6032	NULL	因人見我盡著驚	45.009	NULL	NULL	荔鏡記--嘉靖
6033	NULL	面前叫我都牢叔	45.01	NULL	NULL	荔鏡記--嘉靖
6034	NULL	背後叫我充軍兄	45.011	NULL	NULL	荔鏡記--嘉靖
6035	NULL	小人不是別人	45.012	NULL	NULL	荔鏡記--嘉靖
6036	NULL	便是潮州府司獄司內，一都牢便是	45.013	NULL	NULL	荔鏡記--嘉靖
6037	NULL	莫說我牢內干計冥日無時得閑	45.014	NULL	NULL	荔鏡記--嘉靖
6038	NULL	那卜失誤走失一名	45.015	NULL	NULL	荔鏡記--嘉靖
6039	NULL	便著食賣放的罪	45.016	NULL	NULL	荔鏡記--嘉靖
6040	NULL	昨暮日有起人新收	45.017	NULL	NULL	荔鏡記--嘉靖
6041	NULL	說是，姦拐事情	45.018	NULL	NULL	荔鏡記--嘉靖
6042	NULL	卜發配崖城	45.019	NULL	NULL	荔鏡記--嘉靖
6043	NULL	我不免喚出來	45.02	NULL	NULL	荔鏡記--嘉靖
6044	NULL	騙伊零錢薄鈔，多少是好	45.021	NULL	NULL	荔鏡記--嘉靖
6045	淨叫	禁子	45.022	NULL	NULL	荔鏡記--嘉靖
6046	NULL	叫新收陳三出來	45.023	NULL	NULL	荔鏡記--嘉靖
6047	生上	犯法身無主	45.024	NULL	NULL	荔鏡記--嘉靖
6048	NULL	生死由別人	45.025	NULL	NULL	荔鏡記--嘉靖
6049	淨	恁是值處	45.026	NULL	NULL	荔鏡記--嘉靖
6050	生	小人是泉州	45.027	NULL	NULL	荔鏡記--嘉靖
6051	淨	跪落參見一下	45.028	NULL	NULL	荔鏡記--嘉靖
6052	NULL	十種	45.029	NULL	生介哭跪	荔鏡記--嘉靖
6053	NULL	到只處腳骨句硬	45.03	NULL	NULL	荔鏡記--嘉靖
6054	NULL	你識讀書不	45.031	NULL	NULL	荔鏡記--嘉靖
6055	NULL	入公門鞠躬如也	45.032	NULL	NULL	荔鏡記--嘉靖
6056	NULL	待我看只枷上硃語做侢說	45.033	NULL	NULL	荔鏡記--嘉靖
6057	NULL	枷號：奴姦家長子女	45.034	NULL	NULL	荔鏡記--嘉靖
6058	NULL	犯人一名陳三	45.035	NULL	NULL	荔鏡記--嘉靖
6059	NULL	不小可事	45.036	NULL	NULL	荔鏡記--嘉靖
6060	NULL	陳三你可曉得我牢內這法度不	45.037	NULL	NULL	荔鏡記--嘉靖
6061	生	小人曉得	45.038	NULL	NULL	荔鏡記--嘉靖
6062	淨	既是曉得	45.039	NULL	NULL	荔鏡記--嘉靖
6063	NULL	親收錢提來乞我	45.04	NULL	NULL	荔鏡記--嘉靖
6064	生	都未有便	45.041	NULL	NULL	荔鏡記--嘉靖
6065	NULL	待明旦家人來	45.042	NULL	NULL	荔鏡記--嘉靖
6066	NULL	就送都牢你惡	45.043	NULL	NULL	荔鏡記--嘉靖
6067	淨	好驚人	45.044	NULL	NULL	荔鏡記--嘉靖
6068	NULL	我一時都袂等得	45.045	NULL	NULL	荔鏡記--嘉靖
6069	NULL	等明旦	45.046	NULL	NULL	荔鏡記--嘉靖
6070	NULL	古人說：舊犯不得新犯有餘	45.047	NULL	NULL	荔鏡記--嘉靖
6071	NULL	未有入門相度你	45.048	NULL	NULL	荔鏡記--嘉靖
6072	NULL	R句不畏人	45.049	NULL	NULL	荔鏡記--嘉靖
6073	NULL	叫著打騙打著即有錢	45.05	NULL	NULL	荔鏡記--嘉靖
6074	生	都牢叔且讓小人	45.051	NULL	NULL	荔鏡記--嘉靖
6075	NULL	客久有人到	45.052	NULL	NULL	荔鏡記--嘉靖
6076	淨	烏龜雜種，且將就你	45.053	NULL	NULL	荔鏡記--嘉靖
6077	NULL	帶著你好漢，且入許輚內去坐	45.054	NULL	NULL	荔鏡記--嘉靖
6078	NULL	唱曲得桃	45.055	NULL	NULL	荔鏡記--嘉靖
6079	生	乞阮那只外坐	45.056	NULL	NULL	荔鏡記--嘉靖
6080	淨	莫R	45.057	NULL	NULL	荔鏡記--嘉靖
6081	NULL	帶著你，許內乞你坐	45.058	NULL	NULL	荔鏡記--嘉靖
6082	NULL	不帶你，力去北監內	45.059	NULL	NULL	荔鏡記--嘉靖
6083	NULL	虎落山，合你	45.06	NULL	NULL	荔鏡記--嘉靖
6084	生	一更鼓，櫒人心悶損	45.061	銷金帳	生唱淨坐	荔鏡記--嘉靖
6085	NULL	二更鼓催，櫒人心越酸	45.062	NULL	NULL	荔鏡記--嘉靖
6086	NULL	三更鼓又盡	45.063	NULL	NULL	荔鏡記--嘉靖
6087	NULL	無人通借問	45.064	NULL	NULL	荔鏡記--嘉靖
6088	NULL	四更過了，腳手冷成霜	45.065	NULL	NULL	荔鏡記--嘉靖
6089	NULL	五更人發擂	45.066	NULL	NULL	荔鏡記--嘉靖
6090	NULL	聽見人刑罰	45.067	NULL	NULL	荔鏡記--嘉靖
6091	NULL	實惡當	45.068	NULL	NULL	荔鏡記--嘉靖
6092	NULL	未知娘仔伊今在值方	45.069	NULL	NULL	荔鏡記--嘉靖
6093	旦占	叵耐林大無道理	45.07	金錢花	NULL	荔鏡記--嘉靖
6094	NULL	RR	45.071	NULL	NULL	荔鏡記--嘉靖
6095	NULL	力阮三哥送官司	45.072	NULL	NULL	荔鏡記--嘉靖
6096	NULL	RR	45.073	NULL	NULL	荔鏡記--嘉靖
6097	NULL	姻緣事志實受氣	45.074	NULL	NULL	荔鏡記--嘉靖
6098	占	送碗飯去乞伊	45.075	NULL	NULL	荔鏡記--嘉靖
6099	NULL	RR	45.076	NULL	NULL	荔鏡記--嘉靖
6100	NULL	未知尾梢是侢年	45.077	NULL	NULL	荔鏡記--嘉靖
6101	旦	清早沿路來到只	45.078	NULL	NULL	荔鏡記--嘉靖
6102	NULL	RR	45.079	NULL	NULL	荔鏡記--嘉靖
6103	NULL	憶著三哥那好啼	45.08	NULL	NULL	荔鏡記--嘉靖
6104	NULL	RR	45.081	NULL	NULL	荔鏡記--嘉靖
6105	NULL	虧得伊身受凌遲	45.082	NULL	NULL	荔鏡記--嘉靖
6106	占	鴛鴦伴拆兩邊	45.083	NULL	NULL	荔鏡記--嘉靖
6107	NULL	RR	45.084	NULL	NULL	荔鏡記--嘉靖
6108	NULL	未知尾梢是侢年	45.085	NULL	NULL	荔鏡記--嘉靖
6109	NULL	RR	45.086	NULL	NULL	荔鏡記--嘉靖
6110	旦	人說相惜成相謔	45.087	NULL	NULL	荔鏡記--嘉靖
6111	占	果然恩深怨也深	45.088	NULL	NULL	荔鏡記--嘉靖
6112	NULL	啞娘且在只處立	45.089	NULL	NULL	荔鏡記--嘉靖
6113	NULL	等待簡進去叫門	45.09	NULL	NULL	荔鏡記--嘉靖
6114	占叫	開門！RR	45.091	NULL	NULL	荔鏡記--嘉靖
6115	淨	七早八晏，是乜人只外叫門	45.092	NULL	淨介	荔鏡記--嘉靖
6116	NULL	不免打出來去看	45.093	NULL	NULL	荔鏡記--嘉靖
6117	淨	是誰人	45.094	NULL	淨看	荔鏡記--嘉靖
6118	占	阮是後溝黃九郎舍	45.095	NULL	NULL	荔鏡記--嘉靖
6119	NULL	卜送飯乞阮官人食	45.096	NULL	NULL	荔鏡記--嘉靖
6120	淨	行開去	45.097	NULL	NULL	荔鏡記--嘉靖
6121	NULL	莫只處鬧動	45.098	NULL	NULL	荔鏡記--嘉靖
6122	NULL	老爹卜升堂了	45.099	NULL	NULL	荔鏡記--嘉靖
6123	NULL	看見力去打你加川	45.1	NULL	NULL	荔鏡記--嘉靖
6124	占	都牢叔無奈何，共阮開門	45.101	NULL	NULL	荔鏡記--嘉靖
6125	淨	都是孜娘簡仔聲說	45.102	NULL	NULL	荔鏡記--嘉靖
6126	NULL	我不免只門縫裡看一看	45.103	NULL	NULL	荔鏡記--嘉靖
6127	NULL	好耍利啞姊仔	45.104	NULL	NULL	荔鏡記--嘉靖
6128	占	共阮開	45.105	NULL	NULL	荔鏡記--嘉靖
6129	淨	啞姊，你卜送飯度誰人食	45.106	NULL	NULL	荔鏡記--嘉靖
6130	占	阮送卜乞陳三官人食	45.107	NULL	NULL	荔鏡記--嘉靖
6131	淨	那卜送度陳三食	45.108	NULL	NULL	荔鏡記--嘉靖
6132	NULL	我共你開	45.109	NULL	NULL	荔鏡記--嘉靖
6133	NULL	你肯叫我一聲翁不	45.11	NULL	NULL	荔鏡記--嘉靖
6134	占	好氣人	45.111	NULL	NULL	荔鏡記--嘉靖
6135	NULL	共阮開	45.112	NULL	NULL	荔鏡記--嘉靖
6136	NULL	不愛人白席	45.113	NULL	NULL	荔鏡記--嘉靖
6137	淨	你不叫我翁	45.114	NULL	NULL	荔鏡記--嘉靖
6138	NULL	我句不共你開	45.115	NULL	NULL	荔鏡記--嘉靖
6139	占	死丁古，好惱殺人	45.116	NULL	NULL	荔鏡記--嘉靖
6140	NULL	一卜不叫伊	45.117	NULL	NULL	荔鏡記--嘉靖
6141	NULL	R不共阮開	45.118	NULL	NULL	荔鏡記--嘉靖
6142	NULL	無奈何	45.119	NULL	NULL	荔鏡記--嘉靖
6143	NULL	叫伊一聲司命翁	45.12	NULL	NULL	荔鏡記--嘉靖
6144	占	司命翁共阮開門	45.121	NULL	NULL	荔鏡記--嘉靖
6145	淨	只啞姊，你普請司命翁	45.122	NULL	NULL	荔鏡記--嘉靖
6146	NULL	愛刈敲啞不起上	45.123	NULL	NULL	荔鏡記--嘉靖
6147	占	都牢吏，千萬共阮開	45.124	NULL	NULL	荔鏡記--嘉靖
6148	淨	姊子	45.125	NULL	淨笑開介	荔鏡記--嘉靖
6149	NULL	只即久都不來探恁大姊一下	45.126	NULL	NULL	荔鏡記--嘉靖
6150	占	恁大姊值時死？都失探	45.127	NULL	NULL	荔鏡記--嘉靖
6151	淨	恁大姊在近即死	45.128	NULL	NULL	荔鏡記--嘉靖
6152	NULL	姨仔你可曉得俗人說	45.129	NULL	NULL	荔鏡記--嘉靖
6153	占	俗人說乜，阮不識	45.13	NULL	NULL	荔鏡記--嘉靖
6154	淨	人說：桃枝接李枝	45.131	NULL	NULL	荔鏡記--嘉靖
6155	NULL	姊夫接小姨	45.132	NULL	NULL	荔鏡記--嘉靖
6156	NULL	你大姊今死了	45.133	NULL	NULL	荔鏡記--嘉靖
6157	NULL	姨仔你來嫁乞我罷	45.134	NULL	NULL	荔鏡記--嘉靖
6158	占	不愛人如啖	45.135	NULL	NULL	荔鏡記--嘉靖
6159	占叫	啞娘入只內來	45.136	NULL	旦介	荔鏡記--嘉靖
6160	淨	只一位正是誰人	45.137	NULL	NULL	荔鏡記--嘉靖
6161	占	是阮啞娘	45.138	NULL	NULL	荔鏡記--嘉靖
6162	淨	正是恁啞娘	45.139	NULL	NULL	荔鏡記--嘉靖
6163	NULL	來卜探誰人	45.14	NULL	NULL	荔鏡記--嘉靖
6164	占	正卜探阮陳三官人	45.141	NULL	NULL	荔鏡記--嘉靖
6165	淨	伊監在北監內	45.142	NULL	NULL	荔鏡記--嘉靖
6166	NULL	袂得見伊	45.143	NULL	NULL	荔鏡記--嘉靖
6167	旦	都牢，無奈，櫒阮去見伊	45.144	NULL	NULL	荔鏡記--嘉靖
6168	淨	娘仔可曉得不	45.145	NULL	NULL	荔鏡記--嘉靖
6169	NULL	人說：管山食山，管海食海	45.146	NULL	NULL	荔鏡記--嘉靖
6170	NULL	管東尸食屎	45.147	NULL	NULL	荔鏡記--嘉靖
6171	NULL	你都那卜乾R雷，侢會使得	45.148	NULL	NULL	荔鏡記--嘉靖
6172	占	啞娘，都牢伊愛恁銀	45.149	NULL	NULL	荔鏡記--嘉靖
6173	旦	只一包三錢銀提乞伊	45.15	NULL	NULL	荔鏡記--嘉靖
6174	占	都牢阮送三錢銀乞你買酒食	45.151	NULL	NULL	荔鏡記--嘉靖
6175	NULL	千萬櫒阮去見阮官人	45.152	NULL	NULL	荔鏡記--嘉靖
6176	淨	只个卜度我買酒食	45.153	NULL	NULL	荔鏡記--嘉靖
6177	NULL	阮都牢娘討乜食	45.154	NULL	NULL	荔鏡記--嘉靖
6178	NULL	不著櫒去寄和尚	45.155	NULL	NULL	荔鏡記--嘉靖
6179	占	那有即个，收去，各處趁補	45.156	NULL	NULL	荔鏡記--嘉靖
6180	淨笑	三返補成破襦	45.157	NULL	NULL	荔鏡記--嘉靖
6181	NULL	將就共你收	45.158	NULL	NULL	荔鏡記--嘉靖
6182	NULL	帶著恁娘	45.159	NULL	NULL	荔鏡記--嘉靖
6183	占	你著認親	45.16	NULL	NULL	荔鏡記--嘉靖
6184	NULL	見著銀都提	45.161	NULL	NULL	荔鏡記--嘉靖
6185	淨	君子篤於親	45.162	NULL	NULL	荔鏡記--嘉靖
6186	NULL	恁丈那卜打，不趁錢	45.163	NULL	NULL	荔鏡記--嘉靖
6187	NULL	甲恁娘食風放屁	45.164	NULL	NULL	荔鏡記--嘉靖
6188	占	人說：千般好語不如錢	45.165	NULL	NULL	荔鏡記--嘉靖
6189	NULL	今櫒阮來去見伊	45.166	NULL	NULL	荔鏡記--嘉靖
6190	淨	不通許內去	45.167	NULL	NULL	荔鏡記--嘉靖
6191	旦	做乜不通去	45.168	NULL	NULL	荔鏡記--嘉靖
6192	NULL	是侢年	45.169	NULL	NULL	荔鏡記--嘉靖
6193	淨	恁孜娘人不通入去	45.17	NULL	NULL	荔鏡記--嘉靖
6194	NULL	獄官看見，愛力去幹人	45.171	NULL	NULL	荔鏡記--嘉靖
6195	旦	望都牢做主	45.172	NULL	NULL	荔鏡記--嘉靖
6196	淨	我有思量	45.173	NULL	NULL	荔鏡記--嘉靖
6197	旦	卜做在思量	45.174	NULL	NULL	荔鏡記--嘉靖
6198	淨	你且只處立，聽候	45.175	NULL	NULL	荔鏡記--嘉靖
6199	NULL	待我入去叫出來	45.176	NULL	NULL	荔鏡記--嘉靖
6200	淨	陳三，人卜探你	45.177	NULL	NULL	荔鏡記--嘉靖
6201	NULL	出來討油火錢度我	45.178	NULL	NULL	荔鏡記--嘉靖
6202	旦	官人啞	45.179	NULL	生上 生旦占相看啼	荔鏡記--嘉靖
6203	NULL	你一身著阮帶累，受只勞冷	45.18	NULL	NULL	荔鏡記--嘉靖
6204	生	娘仔啞	45.181	NULL	NULL	荔鏡記--嘉靖
6205	NULL	只是我身做身擔當	45.182	NULL	NULL	荔鏡記--嘉靖
6206	NULL	做乜是你累我	45.183	NULL	NULL	荔鏡記--嘉靖
6207	淨	莫得啼哭	45.184	NULL	NULL	荔鏡記--嘉靖
6208	NULL	畏老爹知	45.185	NULL	NULL	荔鏡記--嘉靖
6209	旦	都牢，恁且行開去，乞我說話	45.186	NULL	NULL	荔鏡記--嘉靖
6210	淨	有話快說	45.187	NULL	NULL	荔鏡記--嘉靖
6211	NULL	畏老爹卜召你起解	45.188	NULL	NULL	荔鏡記--嘉靖
6212	NULL	天上人間，方便第一	45.189	NULL	下	荔鏡記--嘉靖
6213	旦	值處說起	45.19	玉交枝	NULL	荔鏡記--嘉靖
6214	NULL	所望共你結托卜一世	45.191	NULL	NULL	荔鏡記--嘉靖
6215	NULL	誰知今旦那只年	45.192	NULL	NULL	荔鏡記--嘉靖
6216	NULL	鴛鴦拆散分離	45.193	NULL	NULL	荔鏡記--嘉靖
6217	合	懶今恰似舡到江中補漏遲	45.194	NULL	NULL	荔鏡記--嘉靖
6218	NULL	一擔挑雞二頭啼	45.195	NULL	NULL	荔鏡記--嘉靖
6219	生	你莫啼切	45.196	NULL	NULL	荔鏡記--嘉靖
6220	NULL	我只官司，將會伶俐	45.197	NULL	NULL	荔鏡記--嘉靖
6221	NULL	那恨叵耐林大鼻	45.198	NULL	NULL	荔鏡記--嘉靖
6222	NULL	力我共你拆分離	45.199	NULL	NULL	荔鏡記--嘉靖
6223	旦	官人你乞我障累	45.2	NULL	合前	荔鏡記--嘉靖
6224	生	只是自做自當	45.201	NULL	NULL	荔鏡記--嘉靖
6225	NULL	做乜通恨你	45.202	NULL	NULL	荔鏡記--嘉靖
6226	淨	話說卜了未	45.203	NULL	淨上	荔鏡記--嘉靖
