台語漢字,pos_h
張格,Na
張樣,VA
張老衫,Na
張鬥,VC
強tu2,VC
強佔,VC
強力膠,Na
強劫賊,Na
強勁,VH
強勸,VF
強嘴,VH
強固,VH
強國,VA
強奪,VC
強屈,VH
強強欲,VJ
強徒,Na
強心劑,Na
強心針,Na
強房,Na
強扒躡,VH
強摃賊,Na
強敵,Na
強暴,VC
強有力,VH
強棒,Na
強牚,VC
強癖,VH
強盛,VH
強者,Na
強行,Dh
強路,VG
強身,VA
強霸,VC
強風,Na
強食弱,VH
強骨,Na
彈phe3,Na
彈出去,VR
彈力,Na
彈力性,Na
彈劾,VC
彈回,VR
彈壓,VC
彈性,Na
彈簧,Na
彈藥庫,Nc
彈道,Na
彈銃,VA
彈頭,Na
彌勒佛,Nb
彌勒爺,Nb
彌撒,Na
彌賽亞,Nb
彌陀,Nb
彎人,Nf
彎刀,Na
彎弓橋,Na
彎弓門,Na
彎斡,VA
彎線,Na
彎蜷,VH
彎蹺,VR
彗星,Nb
彙編,VC
彙集,VJ
形像,Na
形同,VG
形同虛設,VH
形圖,Na
形威,VH
形模,Na
形貌,Na
形跡,Na
形頭,Na
形骸,Na
形體,Na
彩兆,Na
彩排,VA
彩旦,Na
彩棚,Na
彩樓,Na
彩畫,Na
彩筆,Na
彩虹,Na
彩蛋,Na
彩街,VA
彩路,VA
彩轎,Na
彩雲,Na
彪婆,Na
彫,VC
彭祖,Nb
彰化人,Na
影一下,VA
影像,Na
影劇,A
影劇圈,Nc
影印機,Na
影城,Nc
影射,VK
影影,Da
影揚,VA
影燈,Na
影著,VR
影評,Na
影響力,Na
影響著,VJ
役畢,VH
彼坎站,Nc
彼寡,Ne
彼岸,Nc
彼帶,Db
彼得,Nb
彼接,VA
彼東時,Nd
彼此,Nh
彼流擺,Nc
彼爿頭,Nh
彼當時,Nd
往上,VR
往下,VR
往例,Na
往回單,Na
往常,Nd
往常時,Dd
往常過,Nd
往後,Nd
往得,Nd
往復單,Na
往昔,Nd
往當時,Na
往陣,Nd
征戰,VA
征收,VC
待客,VA
待查,VH
待續,VH
律法,Na
後siu7,Na
後事,Na
後代人,Na
後來居上,VH
後埔,Nc
後塵,Na
後壁形,Na
後壁門,Na
後壁面,Nc
後妻,Na
後娶,VA
後層,Na
後市,Na
後形,Na
後悔莫及,VH
後患,Na
後房,Nc
後手錢,VC
後援,Na
後撐,Na
後方,Nc
後旁,Nc
後時,Nd
後曾齒,Na
後期,Nd
後枕,Na
後枕骨,Na
後段,Nc
後母婊,Na
後母媌,Na
後氣,Na
後注,Na
後港,Nc
後父,Na
後甌,Na
後生家,Na
後禍,Na
後繼,Na
後腦,Na
後腦骨,Na
後腳,Na
後腿,Na
後裾,Na
後起之秀,Na
後路,Na
後蹬,Na
後遺症,Na
後院,Nc
後頭擴,Na
後顧之憂,Na
後齒,Na
徑賽,Na
得be7著,VC
得中,VH
得人緣,VH
得來,VR
得來不易,VH
得出,VR
得分,VH
得力助手,Na
得勝,VH
得定,VH
得宜,VH
得寸進尺,VH
得心,Na
得心應手,VH
得志,VH
得意揚揚,VH
得手,VH
得救,VH
得數,Na
得標人,Na
得欲,Dd
得獎人,Na
得著,VJ
得訣,VH
得道,VH
徘徊,VA
徙到,VR
徙動,VR
徙振動,VA
徙步,VA
徙用,VC
徙腳,VA
徙走,VC
徙開,VR
徛leh看,VE
徛中,VH
徛像,Na
徛分,VI
徛厝,VA
徛喪,VH
徛在,VR
徛天路,VC
徛孝,VB
徛家人,Na
徛尪,Na
徛山,VE
徛峙,VH
徛帶,VC
徛慎,VA
徛戶頭,VA
徛方,A
徛正,VR
徛死,VR
