序號	詞語	等別	級別	情境	書面字頻(每百萬字)	口語字頻(每百萬字)	簡編本系統號	參考注音	參考漢語拼音
6840	靜默	精熟	第6級		8	3	[['靜默', ['23778']]]	ㄐㄧㄥˋ ㄇㄛˋ	jìng mò
6841	敬佩	精熟	第6級		10	11	[['敬佩', ['23810']]]	ㄐㄧㄥˋ ㄆㄟˋ	jìng pèi
6842	靜悄悄	精熟	第6級		5	1	[['靜悄悄', ['23786']]]	ㄐㄧㄥˋ ㄑㄧㄠˇ ㄑㄧㄠˇ	jìng qiǎo qiǎo
6843	精髓	精熟	第6級		7	4	[['精髓', ['23605']]]	ㄐㄧㄥ ㄙㄨㄟˇ	jīng suǐ
6844	靜態	精熟	第6級		6	4	[['靜態', ['23782']]]	ㄐㄧㄥˋ ㄊㄞˋ	jìng tài
6845	驚嘆/驚歎	精熟	第6級		10	4	[['驚嘆', ['23671']]]	ㄐㄧㄥ ㄊㄢˋ	jīng tàn
6846	警惕	精熟	第6級		8	8	[['警惕', ['23723']]]	ㄐㄧㄥˇ ㄊㄧˋ	jǐng tì
6847	精通	精熟	第6級		12	3	[['精通', ['23573']]]	ㄐㄧㄥ ㄊㄨㄥ	jīng tōng
6848	敬畏	精熟	第6級		10	2	[['敬畏', ['23826']]]	ㄐㄧㄥˋ ㄨㄟˋ	jìng wèi
6849	精細	精熟	第6級		10	6	[['精細', ['23587']]]	ㄐㄧㄥ ㄒㄧˋ	jīng xì
6850	驚嚇	精熟	第6級		15	4	[['驚嚇', ['23688']]]	ㄐㄧㄥ ㄒㄧㄚˋ	jīng xià
6851	驚險	精熟	第6級		5	4	[['驚險', ['23689']]]	ㄐㄧㄥ ㄒㄧㄢˇ	jīng xiǎn
6852	驚醒	精熟	第6級		10	1	[['驚醒', ['23692']]]	ㄐㄧㄥ ㄒㄧㄥˇ	jīng xǐng
6853	警訊	精熟	第6級		7	10	[['警訊', ['23735']]]	ㄐㄧㄥˇ ㄒㄩㄣˋ	jǐng xùn
6854	敬意	精熟	第6級		9	4	[['敬意', ['23822']]]	ㄐㄧㄥˋ ㄧˋ	jìng yì
6855	驚異	精熟	第6級		8	1	[['驚異', ['23699']]]	ㄐㄧㄥ ㄧˋ	jīng yì
6856	精英	精熟	第6級		6	3	[['精英', ['23611']]]	ㄐㄧㄥ ㄧㄥ	jīng yīng
6857	菁英	精熟	第6級		10	4	[['菁英', ['23558']]]	ㄐㄧㄥ ㄧㄥ	jīng yīng
6858	靜止	精熟	第6級		10	7	[['靜止', ['23788']]]	ㄐㄧㄥˋ ㄓˇ	jìng zhǐ
6859	精緻	精熟	第6級		17	21	[['精緻', ['23590']]]	ㄐㄧㄥ ㄓˋ	jīng zhì
6860	敬重	精熟	第6級		12	4	[['敬重', ['23818']]]	ㄐㄧㄥˋ ㄓㄨㄥˋ	jìng zhòng
6861	精準	精熟	第6級		14	16	[['精準', ['23592']]]	ㄐㄧㄥ ㄓㄨㄣˇ	jīng zhǔn
6862	靜坐	精熟	第6級		13	4	[]	ㄐㄧㄥˋ ㄗㄨㄛˋ	jìng zuò
6863	頸/頸子	精熟	第6級		22	8	[['頸', ['16602', '23748']]]	ㄐㄧㄥˇ / ㄐㄧㄥˇ ˙ㄗ	jǐng/jǐng zi
6864	勁/勁兒	精熟	第6級		17	8	[['勁', ['23751']]]	ㄐㄧㄥˋ / ㄐㄧㄥˋㄦ	jìng/jìngr
6865	糾纏	精熟	第6級		16	4	[['糾纏', ['22585']]]	ㄐㄧㄡ ㄔㄢˊ	jiū chán
6866	就地	精熟	第6級		7	6	[['就地', ['22722']]]	ㄐㄧㄡˋ ㄉㄧˋ	jiù dì
6867	久而久之	精熟	第6級		8	7	[['久而久之', ['22617']]]	ㄐㄧㄡˇ ㄦˊ ㄐㄧㄡˇ ㄓ	jiǔ ér jiǔ zhī
6868	就近	精熟	第6級		5	9	[['就近', ['22727']]]	ㄐㄧㄡˋ ㄐㄧㄣˋ	jiù jìn
6869	酒精	精熟	第6級		16	15	[['酒精', ['22643']]]	ㄐㄧㄡˇ ㄐㄧㄥ	jiǔ jīng
6870	就任	精熟	第6級		8	3	[['就任', ['22734']]]	ㄐㄧㄡˋ ㄖㄣˋ	jiù rèn
6871	救贖	精熟	第6級		9	1	[]	ㄐㄧㄡˋ ㄕㄨˊ	jiù shú
6872	酒席	精熟	第6級		5	0	[['酒席', ['22645']]]	ㄐㄧㄡˇ ㄒㄧˊ	jiǔ xí
6873	就醫	精熟	第6級		9	5	[['就醫', ['22738']]]	ㄐㄧㄡˋ ㄧ	jiù yī
6874	救援	精熟	第6級		13	62	[['救援', ['22718']]]	ㄐㄧㄡˋ ㄩㄢˊ	jiù yuán
6875	久遠	精熟	第6級		7	4	[['久遠', ['22620']]]	ㄐㄧㄡˇ ㄩㄢˇ	jiǔ yuǎn
6876	糾正	精熟	第6級		12	6	[['糾正', ['22581']]]	ㄐㄧㄡ ㄓㄥˋ	jiū zhèng
6877	就職	精熟	第6級		6	3	[['就職', ['22731']]]	ㄐㄧㄡˋ ㄓˊ	jiù zhí
6878	俱	精熟	第6級		21	8	[['俱', ['24018']]]	ㄐㄩˋ	jù
6879	具	精熟	第6級		123	52	[['具', ['24009']]]	ㄐㄩˋ	jù
6880	局部	精熟	第6級		13	18	[['局部', ['23889']]]	ㄐㄩˊ ㄅㄨˋ	jú bù
6881	劇場	精熟	第6級		16	14	[['劇場', ['24063']]]	ㄐㄩˋ ㄔㄤˊ	jù cháng
6882	據點	精熟	第6級		12	10	[['據點', ['24069']]]	ㄐㄩˋ ㄉㄧㄢˇ	jù diǎn
6883	鞠躬	精熟	第6級		10	4	[['鞠躬', ['23906']]]	ㄐㄩˊ ㄍㄨㄥ	jú gōng
6884	居家	精熟	第6級		8	17	[['居家', ['23873']]]	ㄐㄩ ㄐㄧㄚ	jū jiā
6885	聚焦	精熟	第6級		11	10	[]	ㄐㄩˋ ㄐㄧㄠ	jù jiāo
6886	咀嚼	精熟	第6級		9	6	[['咀嚼', ['23913']]]	ㄐㄩˇ ㄐㄩㄝˊ	jǔ jué
6887	局面	精熟	第6級		28	11	[['局面', ['23890']]]	ㄐㄩˊ ㄇㄧㄢˋ	jú miàn
6888	懼怕	精熟	第6級		13	2	[['懼怕', ['24084']]]	ㄐㄩˋ ㄆㄚˋ	jù pà
6889	沮喪	精熟	第6級		55	12	[['沮喪', ['23911']]]	ㄐㄩˇ ㄙㄤˋ	jǔ sàng
6890	局勢	精熟	第6級		16	39	[['局勢', ['23892']]]	ㄐㄩˊ ㄕˋ	jú shì
6891	舉世	精熟	第6級		5	5	[['舉世', ['23946']]]	ㄐㄩˇ ㄕˋ	jǔ shì
6892	拘束	精熟	第6級		5	2	[['拘束', ['23858']]]	ㄐㄩ ㄕㄨˋ	jū shù
6893	侷限	精熟	第6級		9	7	[]	ㄐㄩˊ ㄒㄧㄢˋ	jú xiàn
6894	具有	精熟	第6級		205	92	[]	ㄐㄩˋ ㄧㄡˇ	jù yǒu
6895	居於	精熟	第6級		7	1	[]	ㄐㄩ ㄩˊ	jū yú
6896	劇院	精熟	第6級		13	2	[['劇院', ['24066']]]	ㄐㄩˋ ㄩㄢˋ	jù yuàn
6897	舉止	精熟	第6級		23	4	[['舉止', ['23943']]]	ㄐㄩˇ ㄓˇ	jǔ zhǐ
6898	舉足輕重	精熟	第6級		5	7	[['舉足輕重', ['23952']]]	ㄐㄩˇ ㄗㄨˊ ㄑㄧㄥ ㄓㄨㄥˋ	jǔ zú qīng zhòng
6899	捲入	精熟	第6級		9	4	[]	ㄐㄩㄢˇ ㄖㄨˋ	juǎn rù
6900	捐贈	精熟	第6級		7	25	[['捐贈', ['24205']]]	ㄐㄩㄢ ㄗㄥˋ	juān zèng
6901	絕	精熟	第6級		26	11	[['絕', ['24133']]]	ㄐㄩㄝˊ	jué
6902	覺察	精熟	第6級		15	2	[['覺察', ['24190']]]	ㄐㄩㄝˊ ㄔㄚˊ	jué chá
6903	絕非	精熟	第6級		16	2	[['絕非', ['24143']]]	ㄐㄩㄝˊ ㄈㄟ	jué fēi
6904	絕佳	精熟	第6級		11	5	[['絕佳', ['24156']]]	ㄐㄩㄝˊ ㄐㄧㄚ	jué jiā
6905	倔強	精熟	第6級		9	3	[['倔強', ['24118']]]	ㄐㄩㄝˊ ㄐㄧㄤˋ	jué jiàng
6906	絕妙	精熟	第6級		5	1	[['絕妙', ['24140']]]	ㄐㄩㄝˊ ㄇㄧㄠˋ	jué miào
6907	崛起	精熟	第6級		15	12	[['崛起', ['24126']]]	ㄐㄩㄝˊ ㄑㄧˇ	jué qǐ
6908	訣竅	精熟	第6級		8	7	[['訣竅', ['24114']]]	ㄐㄩㄝˊ ㄑㄧㄠˋ	jué qiào
6909	爵士	精熟	第6級		48	1	[['爵士', ['24176']]]	ㄐㄩㄝˊ ㄕˋ	jué shì
6910	覺悟	精熟	第6級		9	7	[['覺悟', ['24191']]]	ㄐㄩㄝˊ ㄨˋ	jué wù
6911	覺醒	精熟	第6級		15	31	[['覺醒', ['24189']]]	ㄐㄩㄝˊ ㄒㄧㄥˇ	jué xǐng
6912	決議	精熟	第6級		7	13	[['決議', ['24107']]]	ㄐㄩㄝˊ ㄧˋ	jué yì
6913	抉擇	精熟	第6級		18	4	[['抉擇', ['24109']]]	ㄐㄩㄝˊ ㄗㄜˊ	jué zé
6914	決戰	精熟	第6級		8	1	[['決戰', ['24099']]]	ㄐㄩㄝˊ ㄓㄢˋ	jué zhàn
6915	均	精熟	第6級		84	28	[['均', ['24246']]]	ㄐㄩㄣ	jūn
6916	軍官	精熟	第6級		25	3	[['軍官', ['24279']]]	ㄐㄩㄣ ㄍㄨㄢ	jūn guān
6917	均衡	精熟	第6級		9	19	[['均衡', ['24251']]]	ㄐㄩㄣ ㄏㄥˊ	jūn héng
6918	軍師	精熟	第6級		9	1	[['軍師', ['24298']]]	ㄐㄩㄣ ㄕ	jūn shī
6919	均勻	精熟	第6級		6	21	[['均勻', ['24254']]]	ㄐㄩㄣ ㄩㄣˊ	jūn yún
6920	君主	精熟	第6級		19	7	[]	ㄐㄩㄣ ㄓㄨˇ	jūn zhǔ
6921	君子	精熟	第6級		24	14	[['君子', ['24260']]]	ㄐㄩㄣ ㄗˇ	jūn zǐ
6922	開辦	精熟	第6級		6	6	[['開辦', ['18111']]]	ㄎㄞ ㄅㄢˋ	kāi bàn
6923	開場	精熟	第6級		6	4	[['開場', ['18198']]]	ㄎㄞ ㄔㄤˊ	kāi cháng
6924	開端	精熟	第6級		8	2	[['開端', ['18138']]]	ㄎㄞ ㄉㄨㄢ	kāi duān
6925	開懷	精熟	第6級		7	2	[['開懷', ['18174']]]	ㄎㄞ ㄏㄨㄞˊ	kāi huái
6926	開闊	精熟	第6級		11	8	[['開闊', ['18166']]]	ㄎㄞ ㄎㄨㄛˋ	kāi kuò
6927	開朗	精熟	第6級		14	13	[['開朗', ['18149']]]	ㄎㄞ ㄌㄤˇ	kāi lǎng
6928	開明	精熟	第6級		6	4	[['開明', ['18122']]]	ㄎㄞ ㄇㄧㄥˊ	kāi míng
6929	開幕	精熟	第6級		8	7	[['開幕', ['18123']]]	ㄎㄞ ㄇㄨˋ	kāi mù
6930	開盤	精熟	第6級		1	1	[['開盤', ['18115']]]	ㄎㄞ ㄆㄢˊ	kāi pán
6931	開闢	精熟	第6級		8	6	[['開闢', ['18116']]]	ㄎㄞ ㄆㄧˋ	kāi pì
6932	開啟	精熟	第6級		27	28	[['開啟', ['18181']]]	ㄎㄞ ㄑㄧˇ	kāi qǐ
6933	開槍	精熟	第6級		12	5	[['開槍', ['18184']]]	ㄎㄞ ㄑㄧㄤ	kāi qiāng
6934	開設	精熟	第6級		11	8	[['開設', ['18207']]]	ㄎㄞ ㄕㄜˋ	kāi shè
6935	開拓	精熟	第6級		15	50	[['開拓', ['18146']]]	ㄎㄞ ㄊㄨㄛˋ	kāi tuò
6936	開銷	精熟	第6級		7	13	[['開銷', ['18185']]]	ㄎㄞ ㄒㄧㄠ	kāi xiāo
6937	開業	精熟	第6級		5	3	[['開業', ['18220']]]	ㄎㄞ ㄧㄝˋ	kāi yè
6938	開戰	精熟	第6級		8	7	[['開戰', ['18194']]]	ㄎㄞ ㄓㄢˋ	kāi zhàn
6939	開展	精熟	第6級		17	6	[['開展', ['18193']]]	ㄎㄞ ㄓㄢˇ	kāi zhǎn
6940	開張	精熟	第6級		5	3	[['開張', ['18195']]]	ㄎㄞ ㄓㄤ	kāi zhāng
6941	開支	精熟	第6級		6	3	[['開支', ['18192']]]	ㄎㄞ ㄓ	kāi zhī
6942	看板	精熟	第6級		5	3	[['看板', ['18437']]]	ㄎㄢˋ ㄅㄢˇ	kàn bǎn
6943	堪稱	精熟	第6級		12	6	[['堪稱', ['18415']]]	ㄎㄢ ㄔㄥ	kān chēng
6944	看穿	精熟	第6級		6	1	[['看穿', ['18466']]]	ㄎㄢˋ ㄔㄨㄢ	kàn chuān
6945	看待	精熟	第6級		43	28	[['看待', ['18447']]]	ㄎㄢˋ ㄉㄞˋ	kàn dài
6946	看守	精熟	第6級		9	3	[['看守', ['18405']]]	ㄎㄢ ㄕㄡˇ	kān shǒu
6947	看透	精熟	第6級		5	5	[['看透', ['18449']]]	ㄎㄢˋ ㄊㄡˋ	kàn tòu
6948	刊載	精熟	第6級		5	1	[['刊載', ['18394']]]	ㄎㄢ ㄗㄞˋ	kān zài
6949	看中	精熟	第6級		6	3	[['看中', ['18463']]]	ㄎㄢˋ ㄓㄨㄥˋ	kàn zhòng
6950	看重	精熟	第6級		11	2	[['看重', ['18464']]]	ㄎㄢˋ ㄓㄨㄥˋ	kàn zhòng
6951	扛	精熟	第6級		18	19	[['扛', ['16499', '18503']]]	ㄎㄤˊ	káng
6952	康復	精熟	第6級		10	7	[['康復', ['18490']]]	ㄎㄤ ㄈㄨˋ	kāng fù
6953	慷慨	精熟	第6級		19	7	[['慷慨', ['18499']]]	ㄎㄤ ㄎㄞˇ	kāng kǎi
6954	抗戰	精熟	第6級		24	9	[['抗戰', ['18520']]]	ㄎㄤˋ ㄓㄢˋ	kàng zhàn
6955	抗爭	精熟	第6級		13	14	[['抗爭', ['18521']]]	ㄎㄤˋ ㄓㄥ	kàng zhēng
6956	考察	精熟	第6級		15	5	[['考察', ['18273']]]	ㄎㄠˇ ㄔㄚˊ	kǎo chá
6957	考證	精熟	第6級		9	4	[['考證', ['18271']]]	ㄎㄠˇ ㄓㄥˋ	kǎo zhèng
6958	殼	精熟	第6級		17	36	[['殼', ['17970']]]	ㄎㄜˊ	ké
6959	刻板	精熟	第6級		16	6	[['刻板', ['18043']]]	ㄎㄜˋ ㄅㄢˇ	kè bǎn
6960	可悲	精熟	第6級		9	2	[['可悲', ['17972']]]	ㄎㄜˇ ㄅㄟ	kě bēi
6961	刻薄	精熟	第6級		7	0	[['刻薄', ['18042']]]	ㄎㄜˋ ㄅㄛˊ	kè bó
6962	可恥	精熟	第6級		5	2	[['可恥', ['18006']]]	ㄎㄜˇ ㄔˇ	kě chǐ
6963	可觀	精熟	第6級		13	7	[['可觀', ['17987']]]	ㄎㄜˇ ㄍㄨㄢ	kě guān
6964	可貴	精熟	第6級		9	8	[['可貴', ['17986']]]	ㄎㄜˇ ㄍㄨㄟˋ	kě guì
6965	刻劃/刻畫	精熟	第6級		8	4	[['刻劃', ['18052']]]	ㄎㄜˋ ㄏㄨㄚˋ 	kè huà
6966	科幻	精熟	第6級		10	2	[['科幻', ['17943']]]	ㄎㄜ ㄏㄨㄢˋ	kē huàn
6967	刻苦	精熟	第6級		5	8	[['刻苦', ['18049']]]	ㄎㄜˋ ㄎㄨˇ	kè kǔ
6968	科目	精熟	第6級		9	8	[['科目', ['17942']]]	ㄎㄜ ㄇㄨˋ	kē mù
6969	渴求	精熟	第6級		8	2	[['渴求', ['18023']]]	ㄎㄜˇ ㄑㄧㄡˊ	kě qiú
6970	課題	精熟	第6級		23	26	[['課題', ['18094']]]	ㄎㄜˋ ㄊㄧˊ	kè tí
6971	渴望	精熟	第6級		60	18	[['渴望', ['18024']]]	ㄎㄜˇ ㄨㄤˋ	kě wàng
6972	可謂	精熟	第6級		7	0	[['可謂', ['18018']]]	ㄎㄜˇ ㄨㄟˋ	kě wèi
6973	可想而知	精熟	第6級		8	1	[['可想而知', ['18003']]]	ㄎㄜˇ ㄒㄧㄤˇ ㄦˊ ㄓ	kě xiǎng ér zhī
6974	可行	精熟	第6級		18	9	[['可行', ['18004']]]	ㄎㄜˇ ㄒㄧㄥˊ	kě xíng
6975	刻意	精熟	第6級		39	22	[['刻意', ['18055']]]	ㄎㄜˋ ㄧˋ	kè yì
6976	可疑	精熟	第6級		11	5	[['可疑', ['18014']]]	ㄎㄜˇ ㄧˊ	kě yí
6977	克制	精熟	第6級		10	7	[['克制', ['18037']]]	ㄎㄜˋ ㄓˋ	kè zhì
6978	啃	精熟	第6級		8	6	[['啃', ['18476']]]	ㄎㄣˇ	kěn
6979	懇求	精熟	第6級		14	1	[['懇求', ['18485']]]	ㄎㄣˇ ㄑㄧㄡˊ	kěn qiú
6980	坑	精熟	第6級		9	7	[['坑', ['18530']]]	ㄎㄥ	kēng
6981	孔	精熟	第6級		16	22	[['孔', ['18957']]]	ㄎㄨㄥˇ	kǒng
6982	空檔1	精熟	第6級		9	8	[['空檔', ['18909', '18977']]]	ㄎㄨㄥˋ ㄉㄤˇ	kòng dǎng
6983	空蕩蕩	精熟	第6級		5	2	[]	ㄎㄨㄥ ㄉㄤˋ ㄉㄤˋ	kōng dàng dàng
6984	空洞	精熟	第6級		10	1	[['空洞', ['18912']]]	ㄎㄨㄥ ㄉㄨㄥˋ	kōng dòng
6985	控告	精熟	第6級		5	1	[['控告', ['18988']]]	ㄎㄨㄥˋ ㄍㄠˋ	kòng gào
6986	恐嚇	精熟	第6級		9	5	[['恐嚇', ['18970']]]	ㄎㄨㄥˇ ㄏㄜˋ	kǒng hè
6987	恐慌	精熟	第6級		14	13	[['恐慌', ['18971']]]	ㄎㄨㄥˇ ㄏㄨㄤ	kǒng huāng
6988	空軍	精熟	第6級		16	5	[['空軍', ['18926']]]	ㄎㄨㄥ ㄐㄩㄣ	kōng jūn
6989	空前	精熟	第6級		11	4	[['空前', ['18929']]]	ㄎㄨㄥ ㄑㄧㄢˊ	kōng qián
6990	孔雀	精熟	第6級		8	7	[['孔雀', ['18961']]]	ㄎㄨㄥˇ ㄑㄩㄝˋ	kǒng què
6991	控訴	精熟	第6級		6	3	[['控訴', ['18992']]]	ㄎㄨㄥˋ ㄙㄨˋ	kòng sù
6992	空想	精熟	第6級		9	0	[['空想', ['18935']]]	ㄎㄨㄥ ㄒㄧㄤˇ	kōng xiǎng
6993	空虛	精熟	第6級		20	4	[['空虛', ['18936']]]	ㄎㄨㄥ ㄒㄩ	kōng xū
6994	扣	精熟	第6級		13	9	[['扣', ['18368']]]	ㄎㄡˋ	kòu
6995	口碑	精熟	第6級		6	5	[['口碑', ['18304']]]	ㄎㄡˇ ㄅㄟ	kǒu bēi
6996	口齒	精熟	第6級		4	1	[['口齒', ['18339']]]	ㄎㄡˇ ㄔˇ	kǒu chǐ
6997	口腔	精熟	第6級		8	5	[['口腔', ['18333']]]	ㄎㄡˇ ㄑㄧㄤ	kǒu qiāng
6998	口哨	精熟	第6級		4	1	[['口哨', ['18346']]]	ㄎㄡˇ ㄕㄠˋ	kǒu shào
6999	口述	精熟	第6級		10	4	[['口述', ['18347']]]	ㄎㄡˇ ㄕㄨˋ	kǒu shù
7000	口吻	精熟	第6級		14	1	[['口吻', ['18357']]]	ㄎㄡˇ ㄨㄣˇ	kǒu wěn
7001	酷	精熟	第6級		11	25	[['酷', ['18619']]]	ㄎㄨˋ	kù
7002	庫存	精熟	第6級		11	4	[['庫存', ['18614']]]	ㄎㄨˋ ㄘㄨㄣˊ	kù cún
7003	苦練	精熟	第6級		3	3	[['苦練', ['18575']]]	ㄎㄨˇ ㄌㄧㄢˋ	kǔ liàn
7004	苦悶	精熟	第6級		6	2	[['苦悶', ['18566']]]	ㄎㄨˇ ㄇㄣˋ	kǔ mèn
7005	苦難	精熟	第6級		18	19	[['苦難', ['18572']]]	ㄎㄨˇ ㄋㄢˋ	kǔ nàn
7006	苦頭	精熟	第6級		7	6	[['苦頭', ['18569']]]	ㄎㄨˇ ㄊㄡˊ	kǔ tóu
7007	苦心	精熟	第6級		7	5	[['苦心', ['18592']]]	ㄎㄨˇ ㄒㄧㄣ	kǔ xīn
7008	枯燥	精熟	第6級		5	2	[['枯燥', ['18547']]]	ㄎㄨ ㄗㄠˋ	kū zào
7009	誇大	精熟	第6級		12	4	[['誇大', ['18629']]]	ㄎㄨㄚ ㄉㄚˋ	kuā dà
7010	跨越	精熟	第6級		16	19	[['跨越', ['18649']]]	ㄎㄨㄚˋ ㄩㄝˋ	kuà yuè
7011	快感	精熟	第6級		11	1	[['快感', ['18683']]]	ㄎㄨㄞˋ ㄍㄢˇ	kuài gǎn
7012	快活	精熟	第6級		10	2	[['快活', ['18685']]]	ㄎㄨㄞˋ ㄏㄨㄛˊ	kuài huó
7013	會計	精熟	第6級		12	4	[['會計', ['18705']]]	ㄎㄨㄞˋ ㄐㄧˋ	kuài jì
7014	款	精熟	第6級		18	28	[['款', ['18795']]]	ㄎㄨㄢˇ	kuǎn
7015	寬敞	精熟	第6級		9	3	[['寬敞', ['18785']]]	ㄎㄨㄢ ㄔㄤˇ	kuān chǎng
7016	寬大	精熟	第6級		9	2	[['寬大', ['18776']]]	ㄎㄨㄢ ㄉㄚˋ	kuān dà
7017	款待	精熟	第6級		7	1	[['款待', ['18796']]]	ㄎㄨㄢˇ ㄉㄞˋ	kuǎn dài
7018	寬厚	精熟	第6級		5	1	[['寬厚', ['18781']]]	ㄎㄨㄢ ㄏㄡˋ	kuān hòu
7019	寬闊	精熟	第6級		10	5	[['寬闊', ['18780']]]	ㄎㄨㄢ ㄎㄨㄛˋ	kuān kuò
7020	寬容	精熟	第6級		13	7	[['寬容', ['18789']]]	ㄎㄨㄢ ㄖㄨㄥˊ	kuān róng
7021	寬恕	精熟	第6級		18	3	[['寬恕', ['18788']]]	ㄎㄨㄢ ㄕㄨˋ	kuān shù
7022	框	精熟	第6級		9	6	[['框', ['18848']]]	ㄎㄨㄤ	kuāng
7023	礦產	精熟	第6級		1	5	[['礦產', ['18896']]]	ㄎㄨㄤˋ ㄔㄢˇ	kuàng chǎn
7024	狂風	精熟	第6級		14	6	[]	ㄎㄨㄤˊ ㄈㄥ	kuáng fēng
7025	狂歡	精熟	第6級		6	1	[['狂歡', ['18863']]]	ㄎㄨㄤˊ ㄏㄨㄢ	kuáng huān
7026	框架	精熟	第6級		12	6	[['框架', ['18850']]]	ㄎㄨㄤ ㄐㄧㄚˋ	kuāng jià
7027	況且	精熟	第6級		16	6	[['況且', ['18879']]]	ㄎㄨㄤˋ ㄑㄧㄝˇ	kuàng qiě
7028	狂熱	精熟	第6級		14	2	[['狂熱', ['18870']]]	ㄎㄨㄤˊ ㄖㄜˋ	kuáng rè
7029	虧	精熟	第6級		11	7	[['虧', ['18724']]]	ㄎㄨㄟ	kuī
7030	匱乏	精熟	第6級		8	11	[['匱乏', ['18758']]]	ㄎㄨㄟˋ ㄈㄚˊ	kuì fá
7031	虧損	精熟	第6級		11	4	[['虧損', ['18731']]]	ㄎㄨㄟ ㄙㄨㄣˇ	kuī sǔn
7032	捆	精熟	第6級		10	3	[['捆', ['18821']]]	ㄎㄨㄣˇ	kǔn
7033	昆蟲	精熟	第6級		15	37	[['昆蟲', ['18807']]]	ㄎㄨㄣ ㄔㄨㄥˊ	kūn chóng
7034	困惑	精熟	第6級		35	6	[['困惑', ['18831']]]	ㄎㄨㄣˋ ㄏㄨㄛˋ	kùn huò
7035	困苦	精熟	第6級		6	8	[['困苦', ['18830']]]	ㄎㄨㄣˋ ㄎㄨˇ	kùn kǔ
7036	擴充	精熟	第6級		10	3	[['擴充', ['18668']]]	ㄎㄨㄛˋ ㄔㄨㄥ	kuò chōng
7037	擴散	精熟	第6級		57	28	[['擴散', ['18669']]]	ㄎㄨㄛˋ ㄙㄢˋ	kuò sàn
7038	擴展	精熟	第6級		13	7	[['擴展', ['18666']]]	ㄎㄨㄛˋ ㄓㄢˇ	kuò zhǎn
7039	蠟	精熟	第6級		8	9	[['蠟', ['13211']]]	ㄌㄚˋ	là
7040	拉扯	精熟	第6級		8	3	[['拉扯', ['13178']]]	ㄌㄚ ㄔㄜˇ	lā chě
7041	拉票	精熟	第6級		1	1	[['拉票', ['13157']]]	ㄌㄚ ㄆㄧㄠˋ	lā piào
7042	賴	精熟	第6級		27	25	[['賴', ['13312']]]	ㄌㄞˋ	lài
7043	來賓	精熟	第6級		4	47	[['來賓', ['13270']]]	ㄌㄞˊ ㄅㄧㄣ	lái bīn
7044	來歷	精熟	第6級		9	1	[['來歷', ['13279']]]	ㄌㄞˊ ㄌㄧˋ	lái lì
7045	來往1	精熟	第6級		17	7	[['來往', ['13304']]]	ㄌㄞˊ ㄨㄤˇ	lái wǎng
7046	來往2	精熟	第6級		17	7	[['來往', ['13304']]]	ㄌㄞˊ ㄨㄤˇ	lái wǎng
7047	來意	精熟	第6級		4	0	[['來意', ['13302']]]	ㄌㄞˊ ㄧˋ	lái yì
7048	欄	精熟	第6級		14	3	[['欄', ['13732']]]	ㄌㄢˊ	lán
7049	欄杆	精熟	第6級		9	4	[['欄杆', ['13734']]]	ㄌㄢˊ ㄍㄢ	lán gān
7050	懶散	精熟	第6級		5	1	[['懶散', ['13771']]]	ㄌㄢˇ ㄙㄢˇ	lǎn sǎn
7051	藍圖	精熟	第6級		8	6	[['藍圖', ['13750']]]	ㄌㄢˊ ㄊㄨˊ	lán tú
7052	濫用	精熟	第6級		11	4	[['濫用', ['13797']]]	ㄌㄢˋ ㄩㄥˋ	làn yòng
7053	狼狽	精熟	第6級		8	3	[['狼狽', ['13814']]]	ㄌㄤˊ ㄅㄟˋ	láng bèi
7054	浪潮	精熟	第6級		7	4	[['浪潮', ['13854']]]	ㄌㄤˋ ㄔㄠˊ	làng cháo
7055	朗讀	精熟	第6級		5	2	[['朗讀', ['13839']]]	ㄌㄤˇ ㄉㄨˊ	lǎng dú
7056	牢	精熟	第6級		14	4	[['牢', ['13424']]]	ㄌㄠˊ	láo
7057	撈	精熟	第6級		9	10	[['撈', ['13418', '13465']]]	ㄌㄠ	lāo
7058	老百姓/百姓	精熟	第6級		102	55	[['老百姓', ['13474']], ['百姓', ['371']]]	ㄌㄠˇ ㄅㄞˇ ㄒㄧㄥˋ/ㄅㄞˇ ㄒㄧㄥˋ	lǎo bǎi xìng/bǎi xìng
7059	老爹	精熟	第6級		19	4	[['老爹', ['13514']]]	ㄌㄠˇ ㄉㄧㄝ	lǎo diē
7060	牢記	精熟	第6級		6	3	[['牢記', ['13431']]]	ㄌㄠˊ ㄐㄧˋ	láo jì
7061	勞累	精熟	第6級		7	3	[['勞累', ['13444']]]	ㄌㄠˊ ㄌㄟˋ	láo lèi
7062	牢騷	精熟	第6級		5	1	[['牢騷', ['13432']]]	ㄌㄠˊ ㄙㄠ	láo sāo
7063	老手	精熟	第6級		5	0	[['老手', ['13591']]]	ㄌㄠˇ ㄕㄡˇ	lǎo shǒu
7064	老爺	精熟	第6級		69	9	[['老爺', ['13623']]]	ㄌㄠˇ ㄧㄝˊ	lǎo yé
7065	老子	精熟	第6級		19	1	[['老子', ['13608']]]	ㄌㄠˇ ㄗˇ/ㄌㄠˇ ˙ㄗ	lǎo zǐ/lǎo zi
7066	勒索	精熟	第6級		7	1	[['勒索', ['13228']]]	ㄌㄜˋ ㄙㄨㄛˇ	lè suǒ
7067	樂於	精熟	第6級		15	8	[]	ㄌㄜˋ ㄩˊ	lè yú
